Gene,Fold Change
Hmgcs1,1.6216
Zfp697,-1.6213
Car12,1.6212
Zfp37,-1.6202
Man2a1,-1.6196
Tmem164,1.6196
AI839625,-1.6188
Camk2a,-1.6185
Mfsd4a,1.6183
Sdc2,1.6181
Ss18,-1.6176
Ankrd34a,1.6172
Gng2,-1.617
Rps6ka5,-1.6166
Srebf2,1.6164
Clstn1,1.616
Vash1,-1.6159
Zbtb10,1.6158
Smc6,1.6153
Pag1,-1.6152
Obsl1,1.6149
Rprml,-1.6149
Igsf3,1.6148
Prune2,-1.6143
5430434G16Rik,-1.6142
Meg3,1.6141
Pip4k2a,-1.6138
Nudt12,-1.6136
BB304693,1.6133
AI451458,1.6126
BM239869,1.6117
2610002M06Rik,-1.6104
Mterf2,-1.6102
Diras2,1.6101
Spidr,-1.6097
Gas2l3,-1.6097
Bcl11b,-1.6096
Abcb4,-1.6096
Snca,-1.6095
Lrtm2,1.6093
Mm.458489,-1.6086
Efhd2,-1.6081
Rhbdf1,1.608
Iah1,1.608
Mm.438641,-1.6079
Cygb,-1.6072
Limch1,-1.6071
Zfp462,-1.6069
Dusp19,-1.6064
Ggct,-1.6064
Ppp1r1a,1.6064
Fndc5,-1.6061
Chac2,-1.6058
Diras2,1.6055
Kcnk3,1.6053
Pxn,1.6049
AI467657,-1.6048
Cd99,1.6047
Ptprk,1.6046
Npy5r,1.604
Nr1h2,1.604
Nedd4l,-1.6039
BE991564,-1.6038
Gm266,-1.6027
Ttl,1.6026
B4galt4,-1.6025
Clybl,-1.6024
Gng2,-1.6023
Nop16,-1.6022
Fem1c,1.602
Atf6,-1.6018
Egr3,1.6017
Mxd4,1.6014
Mmd,1.6011
Lzts3,1.601
Gm3414,-1.601
Grin2b,-1.6008
Iah1,1.6005
2810416G20Rik,1.6004
Umad1,1.6001
Smc2,-1.6
Peli1,-1.5998
Cd34,1.5989
Man1a2,1.5988
Grid1,-1.5988
Gnb5,1.5979
Slc25a42,-1.5979
Spry1,-1.5973
Prkra,-1.597
Crtc1,1.5969
Lurap1l,-1.5963
4933412E12Rik,-1.5956
Shisa9,-1.5956
Kcnj9,1.5953
Ece2,-1.595
Gria1,-1.5949
Hnmt,-1.5949
Sox11,-1.5945
B230209E15Rik,-1.5944
Hmgcs1,1.5942
Npnt,-1.5942
Pole2,1.5939
Dhodh,-1.5938
Ermn,-1.5936
Marcks,-1.593
Znrf2,-1.593
Adora1,-1.5928
Nrgn,1.5928
Snrnp40,-1.5921
Zfp275,1.5921
BE957315,1.5911
Shcbp1l,-1.5904
Cacnb1,1.5899
Trp53i11,1.5899
Mas1,-1.5896
Smco4,-1.5895
Slitrk1,1.5895
Tiparp,1.5893
Gmps,-1.5892
Nfyb,-1.5892
Fbxo10,-1.5884
Arrdc2,1.5882
Gm14169,1.5882
Pde10a,-1.588
Hjurp,1.5879
Clec14a,1.5877
BB079283,1.5872
Ldah,-1.5866
Parp1,-1.5863
Smyd4,-1.5861
Tnfaip3,1.5858
Pip5k1c,1.5857
Dock4,-1.5855
AI836737,1.5853
Tm7sf3,-1.5853
Rilpl1,1.5845
D5Ertd798e,-1.5843
Eepd1,-1.5842
BB455122,-1.5841
Amy1,-1.584
D430041D05Rik,-1.5836
Asxl3,1.5833
Sh3rf1,-1.5832
1442411_at,1.583
Hcrtr1,1.583
Lpin2,-1.5829
Tbkbp1,-1.5826
Zhx2,-1.5818
Dact2,1.5817
Robo2,1.5814
BC021394,-1.5807
Mxd4,1.5806
Tmem108,1.5804
Nudt10,-1.5804
Snhg11,1.5803
Lix1,-1.5802
Dapk1,-1.58
Ttyh3,1.5796
BB024097,-1.5794
Zdhhc22,1.5793
Hook1,-1.5789
Tinf2,1.5789
Cisd1,-1.5788
Hmgcs1,1.5787
Clip3,1.5785
Fst,-1.5785
D7Wsu130e,-1.5785
Prokr2,-1.5783
1439463_x_at,-1.5781
Ssbp2,-1.578
Fzd7,1.5768
Mm.453344,-1.5766
1456968_at,-1.5765
Mfsd6,1.5764
Gm8350,-1.5756
Krt12,1.5751
Nlgn1,-1.575
Mm.437491,1.5747
Slc20a1,1.5746
Asns,-1.5746
Dtna,1.5744
Acan,1.574
Lrrn1,-1.5737
Pfkp,1.5736
Acbd7,-1.5735
Mpp5,-1.5734
Klhdc1,1.5733
Uevld,-1.5729
Hmgn5,-1.5725
Cacna2d1,1.5716
Plcg2,-1.5716
Lpin2,-1.5713
Pex5l,-1.5711
Fam124a,1.5708
Mef2a,-1.5707
Mapkapk3,1.5706
Hddc2,-1.5697
Slc27a3,-1.5697
Dock9,-1.5688
Adam23,1.5688
3-Sep,-1.5685
Amer3,-1.568
Stx4a,1.5679
Gsto1,-1.5675
Nol8,-1.5674
Peak1,1.5669
Prune2,-1.5669
Fam118a,-1.5662
Prrg3,1.5657
Slc2a3,-1.5657
Ptger4,1.5655
Arl15,-1.5653
Tubb2a,-1.565
Rap2a,-1.5648
BB560961,1.5642
Lgals8,1.564
Zmym1,-1.5625
Fat4,-1.5616
Plxna2,1.5606
Rock2,1.5604
Aard,-1.5603
Evc2,-1.5599
Smc2,-1.5599
9330121K16Rik,-1.5595
Bcl11b,-1.5592
Ppip5k1,1.5589
2300010F08Rik,-1.5589
Herc3,1.5585
Eya1,-1.5582
Bcl11b,-1.558
Marveld1,1.558
Pcsk2,1.5572
Nfix,1.557
Colec11,-1.557
Gm7420,-1.5565
Sv2c,1.5564
BM117318,1.5563
1457184_at,1.556
Cenpp,-1.5558
Pak3,-1.5556
Hspb6,1.555
Panx1,1.555
1445108_at,1.5547
Syne1,1.5547
Arap2,1.5545
Nrf1,1.5544
3110039M20Rik,-1.5538
Mypop,1.5536
Jph3,1.5532
Fgf13,1.5532
Inpp5f,1.553
Fjx1,-1.5527
Smg5,1.5526
Lurap1,1.5524
Fam3c,1.5521
Paqr3,-1.552
Gramd4,1.552
Prickle2,-1.5519
Susd1,-1.5512
Aldh9a1,-1.551
Syt13,-1.551
Faap20,-1.5509
Sh3kbp1,-1.5508
Isoc1,-1.5505
Ksr1,-1.5501
Miat,-1.5497
Gng2,-1.5496
AV077281,1.5494
Nek6,-1.5494
Il17ra,1.5493
AV074978,-1.5491
BE553881,-1.5483
Fgg,-1.5482
Rabgap1l,1.5481
1457851_at,-1.5481
Efhd2,-1.5477
Pkig,1.5476
Nop58,-1.5476
Cdh2,-1.5474
Elk3,-1.5472
Gpr83,1.5471
Hpca,-1.547
Asxl3,1.547
Klhl32,-1.547
Atp6v1a,-1.5469
Tspan12,-1.5467
Slco4c1,-1.5463
Sipa1l2,-1.5459
Kremen1,1.5459
Pou3f1,-1.5458
Shmt1,-1.5458
Ptprk,1.5458
Stc2,-1.5458
D630023F18Rik,-1.5446
Ppp1r3e,1.5446
Scn3a,-1.5446
Tmem150c,-1.5445
4-Sep,1.5438
Hmgb1,-1.5433
Rnf217,1.5432
Nptxr,1.5431
B3gat1,1.5427
Fam162a,-1.5422
Cdc42bpa,1.542
Tef,-1.542
Cacna1g,-1.5419
Nrde2,1.5417
BB355415,1.5414
Usp2,1.541
Zfhx4,-1.5405
Kif17,1.5401
G2e3,-1.5392
Ptprk,1.5392
Cstad,1.5388
AV361804,1.5383
Smoc2,-1.5381
Spire1,1.5381
Npnt,-1.5379
Calcrl,-1.5378
Ctsb,1.5377
Cryl1,-1.5375
Gm12992,1.5374
Twf2,1.537
Thbs3,-1.5369
Siae,1.5367
Grtp1,1.5367
Adcy2,1.5365
BB656631,-1.5354
Cebpa,1.5344
Kcnj3,1.5343
Als2,-1.5339
Adgrb1,1.5333
Gda,-1.5332
Nr4a2,-1.5331
Dgkh,-1.533
Ddc,-1.5329
Med1,1.5328
11-Mar,1.5324
Slc7a8,-1.5322
Sox18,1.5318
Epor,1.5314
Pgr,1.5307
Stx1b,1.5306
Dtx4,1.5304
Fndc5,-1.53
Isoc1,-1.5297
AV328224,1.5294
Grk3,1.5292
Nsa2,-1.5289
Ralgds,1.5287
Pigz,1.5285
Stim2,-1.5281
Pcdhgc4,1.5278
Crtac1,1.5277
Nsmf,-1.5275
Gpc1,1.527
Mcm5,1.5268
Nup50,-1.5267
Rtn4,1.5267
Hey2,-1.5265
11-Sep,1.5262
Fstl4,1.526
Ppfia4,1.526
Spock3,1.526
Scn8a,1.5259
AV324524,1.5258
Pwwp2b,1.5249
Rif1,-1.5249
A730017C20Rik,-1.5249
Mfsd6,1.5248
AI481392,1.5247
Pla2g2f,-1.5243
Mfsd13b,-1.5241
Scel,-1.5234
Grin3a,-1.5232
Nfatc2,1.5231
Fgf14,-1.5225
Sox11,-1.5218
Pts,-1.5216
Tenm2,1.5213
Nrarp,-1.5212
Gm5148,-1.5212
Dact1,1.5206
Ar,1.5206
A430035B10Rik,1.5203
Slc39a10,1.5203
Cntn5,-1.5202
Cdh7,1.5201
Chst15,-1.52
Gls,1.5199
Haus3,1.5196
Mm.403782,-1.5194
Ccdc82,1.5194
Laptm4b,-1.5191
Lmo4,1.5188
Rimklb,-1.5187
Pfkp,1.5186
Ppp1r13b,-1.5184
Tmem109,-1.5183
Cybrd1,-1.5183
Cryl1,-1.5178
Crtac1,1.5175
Zmat3,1.5173
Mycn,-1.5167
9430027B09Rik,-1.5167
Cdc25b,1.5166
Mysm1,-1.5159
Nsdhl,1.5159
Agap1,-1.5159
1457470_at,1.5157
Lclat1,1.5154
Blnk,-1.5151
Cers6,-1.515
Trim2,-1.5148
Gpd1,1.5143
Nmrk1,-1.514
Myo9b,-1.514
Fkbp5,-1.5139
BB270688,-1.5134
BB340995,1.5132
Gucy1a1,1.5132
Cdc42bpa,1.5132
AW543049,-1.5132
1457223_at,-1.5131
Nek6,-1.513
Npdc1,1.513
Htr4,-1.5124
Bcl11b,-1.5123
Meg3,1.5123
Hip1r,1.512
Chst1,-1.5115
Sh3glb2,1.5115
Onecut1,-1.511
Cth,-1.5109
Faap20,-1.5109
B930012P20Rik,-1.5105
Srf,1.5104
Flrt2,1.51
Lhfpl2,-1.51
Kazn,1.5095
Gm17597,-1.5089
Ppfia4,1.5089
9330199C07Rik,-1.5089
Smo,-1.5087
Macrod2,-1.508
Ing1,1.5072
Uchl3,-1.5071
Mapk6,1.5065
Spire1,1.5065
Adamtsl2,-1.5063
Tmod1,1.506
Igsf3,1.5057
Zdhhc8,1.5052
Etnk1,-1.5051
Csrnp3,-1.5049
1443279_at,1.5043
Diaph2,-1.5041
Camk2n2,-1.504
Arhgap39,-1.5037
Tmem35a,-1.5036
Plppr1,1.5032
Zbtb16,-1.503
Clstn1,1.503
Ndc1,-1.5028
Celf6,-1.5025
Cep192,-1.5024
Iqsec2,1.5023
9330179D12Rik,1.5022
Rec8,1.502
Coro7,1.502
Pkp2,-1.5019
Cyp51,1.5017
Mat2b,1.5015
Ska2,-1.5014
Ache,1.5011
Rassf3,1.5007
Pgm2l1,-1.5007
Ahr,1.5006
Primpol,-1.5004
Fzd8,-1.5002
Il6ra,-1.5002
Itgav,1.4998
Trp53bp1,-1.4998
Trim2,-1.4998
Pfkl,-1.4995
Zfp326,-1.4984
Insm1,1.4981
Aifm3,1.498
Ehd3,-1.4978
9-Sep,-1.4976
Ermp1,-1.4974
Kndc1,1.4969
Ctsb,1.4967
Telo2,-1.4967
Wnt7b,-1.4964
Nnt,-1.4962
Slc12a8,1.4958
Hmgcll1,1.4958
Tef,-1.4955
Ccbe1,-1.4952
Samd4b,1.4952
Rhoq,1.495
9430051O21Rik,-1.4943
1443056_at,1.4943
Zbtb20,-1.4943
Satb1,-1.4942
BM933750,-1.4939
BB457124,-1.4936
Rap1a,-1.4933
C630001G18Rik,-1.4932
1440412_at,1.4931
Znrf2,-1.493
Sh3rf3,-1.4926
Mbnl2,1.4923
Snhg1,-1.492
Xkr4,-1.4919
Trp53bp1,-1.4918
Fkbp14,-1.4911
Zscan18,-1.4909
Slc39a6,-1.4909
Qprt,1.4909
Rufy3,-1.4901
Btbd17,1.4901
Fastkd1,-1.4901
Kcna4,1.4897
C79468,-1.4896
Lrp1b,-1.4894
Slc2a3,-1.4893
Emp2,1.4893
Fut11,1.489
Osbpl3,1.4889
Gm9866,-1.4886
Egr2,-1.4883
D830012I24Rik,-1.4882
Zmiz2,1.4881
Adssl1,1.4878
Scn2a,1.4876
Fcgr2b,1.487
Fdps,1.4868
Ssbp2,-1.4867
Pls1,-1.4865
Tbc1d8,1.4863
Efna1,-1.4862
Zfp800,-1.4857
Pcp4,-1.4856
Prtn3,1.4856
Tmem108,1.4856
D7Wsu130e,-1.4856
Stard4,1.4854
Jazf1,-1.485
Myo5a,1.4842
Cd302,-1.4842
BQ032894,1.4836
Agl,-1.4836
AU018705,1.4832
Znrf3,-1.4832
Scnn1g,1.4829
Zfp37,-1.4829
Capn5,-1.4826
Mirlet7b,1.4822
Rbfox1,1.4819
H2-L,1.4818
Entpd4,-1.4817
Kcnj3,1.4815
Kif26b,-1.4813
Inpp5a,1.481
Ccng2,1.481
Rnf112,-1.4809
BB525237,1.4805
Zbtb4,1.4804
Taf1d,-1.4799
Ylpm1,-1.4799
Setd5,1.4799
Clcn5,1.4798
Bend4,-1.4797
Car4,-1.4795
Cryz,-1.4793
A230006K03Rik,-1.4793
Bri3,1.479
Arsj,-1.4789
Igsf3,1.4787
Pcmt1,1.4787
Rspo3,-1.4785
BC005624,1.4782
BE985761,1.4781
Sertad4,1.4777
Dr1,-1.4777
Zfp260,-1.4775
Kansl1l,-1.4774
BB077449,-1.4773
BF730541,-1.477
Clec14a,1.477
Firre,-1.477
Dpysl3,1.4768
Fyco1,-1.4767
Pacsin1,1.4761
Aloxe3,-1.476
1700071A11Rik,1.4758
Camkk1,1.4755
Laptm4b,-1.4754
9230110C19Rik,-1.4753
Bhlhe22,-1.4753
Zfp971,-1.4751
Spag1,-1.4751
Rab9b,-1.475
Amacr,-1.4749
Chgb,1.4746
1447164_at,-1.4744
Car4,-1.4743
BB470469,1.474
Cxxc5,1.4738
AW493922,-1.4731
Syncrip,-1.4731
Mapk1ip1l,-1.473
Mxd4,1.4728
Ppp3r1,1.4727
Rapgef2,-1.4726
Macrod2,-1.4724
Hpca,-1.4723
Map3k1,1.4723
Tmem198,1.4723
D630045J12Rik,1.4722
Cdh7,1.472
Btg2,1.4719
BB538816,-1.4719
BE956696,1.4718
Irf1,1.4715
B930095G15Rik,1.4714
Rps6ka2,1.4712
Pcdhb7,-1.4712
Tgfb2,1.471
Rgl1,-1.4709
Sec14l3,-1.4709
Fam102b,-1.4709
Galnt13,-1.4708
Rps20,-1.4708
Lingo3,1.4706
Sord,-1.4705
Atp11c,1.4704
1440016_at,-1.47
Pcdhb16,-1.4698
Kri1,1.4698
Adgrl3,1.4698
Plcd3,1.4697
Foxk1,-1.4697
Dclk1,-1.4695
6720407P12Rik,-1.4695
Fam13a,1.4694
Aplp2,1.4693
N6amt1,-1.4691
Fam189b,1.4688
Ptprk,1.4683
Marcks,-1.4682
Tead1,1.468
2900064B18Rik,-1.468
Cd99,1.4677
Tpbgl,-1.4673
Sgtb,1.4673
Ccnd1,1.4673
Il17d,-1.467
Prkag2,-1.4669
Qrsl1,-1.4668
Dusp4,-1.4663
Tacc1,1.4663
Nab1,1.4662
Pwwp2a,-1.4662
Spint1,-1.466
BG070910,-1.466
Dmtn,1.4658
Prr15,-1.4656
Jsrp1,1.4654
Wdr66,-1.4653
Fra10ac1,-1.4653
Syne1,-1.4649
Napepld,-1.4644
Scn1b,1.4643
AW208869,1.4643
Nkain1,-1.4642
Ddo,-1.4642
Gprin1,1.4641
Tmem132d,1.464
Vsnl1,1.464
Sh3bp5,-1.4638
AI838462,1.4634
1459011_at,-1.4631
BM123508,-1.4627
Mm.434164,1.4627
Atp1b2,1.4627
Pdcl,-1.4626
Nr4a2,-1.4622
Tmem164,1.4621
Eif2s3y,-1.4621
Mm.453353,1.4618
Rnf182,-1.4618
Lrrc75a,1.4617
Cldn12,1.4617
Gm38422,-1.4616
Cntn3,-1.4614
Znrf2,-1.4613
Rap1a,-1.4612
Grhl1,-1.4611
3100003M19Rik,-1.4609
Il11ra1,-1.4608
A330008L17Rik,-1.4608
Lgi3,1.4608
Zfp40,-1.4608
Stard10,1.4607
Hnrnpa1,1.4606
Nsd2,1.4604
Abcd2,1.4604
2010111I01Rik,1.4604
Mppe1,1.4603
Tmem38b,-1.4602
Fndc3b,1.4601
Ssbp2,-1.46
BB045044,1.46
Osbpl3,1.4597
Vipr1,-1.4597
Sypl,-1.4594
Klf7,1.4594
Hs6st2,1.4592
B4galt2,1.4591
Nol8,-1.4588
Zfp52,-1.4585
Snhg14,-1.4583
Gpnmb,-1.4582
Fam3c,1.4582
Baiap3,-1.4582
Lrrfip2,1.4581
Pcsk2,1.4579
Unc13c,-1.4576
Cdadc1,-1.4573
Mef2a,-1.4571
Txndc12,1.4569
Irak1bp1,-1.4566
Pcmtd1,-1.4566
A730054J21Rik,-1.4564
LOC548102,-1.4563
Cpsf6,-1.4562
6720420G18Rik,1.4562
Grk3,1.4559
Kcnk4,1.4557
Rlf,-1.4556
Tprgl,1.4556
Ube3a,-1.4554
Sdc2,1.4551
Top1mt,-1.4551
Slc35f3,1.455
Pik3r1,1.4544
Hbegf,-1.4543
Ccdc160,-1.4541
Lrrn3,-1.4535
1457297_at,-1.4535
Dpp10,-1.4535
Them4,-1.4531
Ccdc3,1.4531
Nifk,-1.453
Elfn2,-1.4529
Tmc7,-1.4529
C920006O11Rik,-1.4529
AU023762,-1.4527
Nsmce3,-1.4526
Dusp7,1.4525
Sh3kbp1,-1.4524
Aldh1a1,1.4523
AW547468,-1.4521
Fam84b,1.452
A930026I22Rik,1.4519
Fgfr1op2,-1.4514
Klf7,1.4514
Ddrgk1,1.4512
Scn2a,1.4512
Abca8a,-1.4508
Zmat1,-1.4503
Tmem47,1.4502
Zeb2,-1.4502
Tmed5,-1.4501
Zfp612,1.45
Fgd4,-1.4498
Zfp260,-1.4497
Alkbh2,1.4496
Thumpd3,-1.4493
Cavin3,1.4492
Gsdme,-1.4491
1458285_at,-1.4489
Nudt11,-1.4488
E130119H09Rik,1.4485
Fam114a2,-1.4481
Mkks,-1.4478
BM878504,1.4477
0610037L13Rik,-1.4477
Brpf3,1.4475
Cebpb,1.4471
Tefm,-1.4469
Sema7a,1.4465
D5Buc30e,-1.4463
Hist1h4i,-1.446
Cabin1,1.4454
Raph1,1.4454
Ccdc74a,-1.4449
Mgat5,1.4449
AI854555,1.4446
Asic1,-1.4445
Cacna2d1,1.4444
1458991_at,1.4441
Fcor,-1.4438
E2f1,1.4437
6430711C07Rik,1.4436
Gtf2e2,-1.4436
Erc2,-1.443
Utp15,-1.4429
Vrk1,-1.4426
Scamp1,-1.4425
Sec14l3,-1.4422
Fam102b,-1.4417
E430024P14Rik,-1.4417
Rybp,-1.4415
Lgals3bp,1.4414
Mbd5,-1.4411
Nub1,1.4404
Kdm5c,-1.4403
Ttc14,-1.4401
BI499978,1.4398
Peg3,1.439
Peli1,-1.4389
Gm16233,1.4389
Dhx40,-1.4387
Ccdc74a,-1.4384
Ctnnal1,1.4384
Mkln1os,-1.4384
Mef2a,-1.4384
Letm2,1.4383
BB274232,1.4381
Enah,1.4379
Tmem267,-1.4377
Chchd10,1.4375
Map3k4,-1.4375
Mm.453308,-1.4373
Acsl5,1.4373
Coro7,1.4373
Rab30,-1.4371
Dhodh,-1.4368
Gsdme,-1.4368
Nudt21,-1.4366
Jph3,1.4366
BB204036,1.4364
Prss12,-1.4363
Fam49b,1.4363
0610037L13Rik,-1.4361
Maf,1.4361
Arrdc4,-1.436
Bcl6,-1.4359
Myadml2,1.4359
Lrp8,-1.4357
BB523104,1.4356
Rnf144a,1.4355
Sord,-1.4355
Meg3,1.4353
1446197_at,1.4353
Tmem254a,1.4353
Hist2h2be,-1.4351
Cep83,1.435
Atf3,-1.4349
Mirg,1.4348
Epdr1,1.4346
Map3k4,-1.4346
Fam171a1,1.4343
Kbtbd8,-1.4341
Rnf180,-1.4341
2900016J10Rik,-1.4341
Adora1,-1.4339
Phf13,1.4335
Ccdc92b,1.4331
Pvt1,-1.433
Vezf1,1.433
Pcdhb9,-1.4327
Vangl2,1.4324
Tmpo,1.4323
Fam98c,1.4322
Tmem117,-1.4321
3300002P13Rik,-1.4321
BB355888,1.4318
Asb11,-1.4317
Siae,1.4316
Lmo3,-1.4314
Aak1,1.4312
Trdn,-1.4307
Tshz2,-1.4306
Smarcd2,-1.4305
Dpp10,-1.4303
Tmsb10,1.4303
Mm.384244,-1.4303
Plxnd1,1.4301
Pcdh10,-1.4297
Snn,1.4297
BG072149,1.4296
Ccdc88c,1.4295
BB113018,-1.4294
Rnf19b,1.4288
Tex10,-1.4288
Marcks,-1.4282
Dclk1,-1.4281
Gm10037,1.428
Sdc3,1.4277
Srr,-1.4276
Peg3,1.4276
Sypl2,-1.4273
Lrrtm1,-1.4272
Rapgefl1,-1.4271
Cacng2,1.427
Rbm11,-1.4269
Nrip2,-1.4267
Kcnmb2,-1.4267
Sox11,-1.4266
Aldh9a1,-1.4265
Ppp4r1,1.4264
1500015A07Rik,-1.4263
Psrc1,1.4262
Zbtb46,1.4261
Trp53bp1,-1.4261
Mm.446475,1.4259
Stmn1,-1.4258
C330018D20Rik,-1.4257
Pkig,1.4256
BM937727,-1.4256
Zfp354b,-1.4254
Ccdc71l,-1.4254
Atp6v1h,-1.4252
Foxo3,1.4252
Znfx1,1.4252
1110006E14Rik,1.4251
Ttc28,-1.4251
Asap2,1.4249
Dbt,-1.4249
Slc5a3,-1.4248
Grhpr,-1.4248
1457839_at,-1.4246
AI506321,1.4245
Kdm2b,-1.4244
Gtf2a1,-1.4244
Ppm1e,-1.4242
Etv5,1.4237
2810025M15Rik,-1.4237
Fam167a,1.4236
Kidins220,1.4233
Klc3,1.4232
Lmln,-1.4231
1441538_at,-1.423
Kctd17,1.423
Snurf,1.4229
Csf1,-1.4228
Dck,-1.4228
2310050P20Rik,1.4228
3110040N11Rik,-1.4228
Mettl7a1,-1.4222
Gm14285,-1.422
Sirpa,1.4216
1441702_at,-1.4215
1441498_at,1.4214
Gm4354,-1.4214
Etfbkmt,-1.4213
Klhl7,-1.4212
Snhg4,-1.4211
Dact3,1.4211
Fbxw8,1.4209
Slc25a5,-1.4205
1439412_at,1.4205
Rufy2,-1.4203
Tagln3,1.4201
Hmbox1,1.4201
Wdr37,-1.4197
Rwdd2b,-1.4195
Wscd1,-1.4195
Thyn1,-1.4193
B3gat1,1.4193
Ppp6r1,1.4192
Akap13,-1.4192
Hcfc2,-1.4191
3-Sep,-1.4189
Apcdd1,-1.4189
Ermp1,-1.4182
Sfrp4,1.4182
Tshz1,-1.4181
Cemip,-1.4178
Efnb3,-1.4177
Scarb1,1.4177
Cpox,-1.4175
Pcdh8,-1.4175
Ntn5,-1.4174
Scarb1,1.4173
Arhgef2,1.4172
Camk4,1.4168
Adk,-1.4164
D630045J12Rik,1.4163
Kalrn,-1.4163
Cdhr2,1.4162
Tmem209,-1.4161
Pdk3,1.416
Plxna2,1.416
Ipmk,-1.4159
Gsr,1.4159
BC010981,-1.4159
Tcp11l2,-1.4158
Trim2,-1.4158
Pcdh7,1.4157
1440892_at,-1.4156
Ophn1,1.4156
Gmeb2,1.4155
Ccpg1,-1.4154
B3galnt2,1.4153
Epb41l4b,1.4151
Cebpb,1.4147
BB452489,1.4143
BM206272,1.4143
Elmod1,-1.4143
Pxn,1.4141
Mm.439246,1.414
Fam20c,-1.4138
Arid5b,-1.4137
Rbbp8,1.4134
4932439E07Rik,-1.4131
Ncam1,-1.4126
Fam13c,-1.4125
Ythdc1,-1.4124
Blmh,1.4124
Pcdhg@,1.4123
Gm1673,1.4119
Klf13,1.4119
Blmh,1.4118
Hnrnpdl,1.4117
Cpne4,1.4117
Npat,-1.4117
Mm.451077,-1.4116
Foxo3,1.4115
Unc5c,1.4115
Gm14057,-1.4114
Smc2,-1.4111
9030407P20Rik,1.4111
Rpap3,1.4111
Chrdl1,1.411
BE992875,1.411
Nxpe3,-1.411
Sall1,-1.4109
Pfkl,-1.4109
BB223880,-1.4107
Slit3,1.4107
Klhdc8b,1.4106
Rpa2,-1.4105
Scg2,1.4105
A530079E22Rik,1.4104
Kdm3b,1.4102
S1pr5,1.4101
Thnsl1,-1.41
Hmgcr,1.4099
Cap1,-1.4099
Mettl4,-1.4097
Pdp1,-1.4096
Pex5l,-1.4095
Prkg2,-1.4095
Cryzl1,1.4094
Senp7,-1.4093
Mgat3,1.4091
Zdhhc14,-1.4091
Snhg6,-1.4088
Orc5,-1.4083
Ehd1,-1.4083
Mmp16,-1.4079
Hnrnpdl,1.4077
Tiam1,1.4076
Rnpc3,-1.4074
Gpsm1,1.4074
Syn3,1.407
Dzip3,-1.4067
Slit3,-1.4066
Kbtbd3,-1.4065
Donson,-1.4064
Slitrk4,1.4064
Copg2os2,-1.4063
Flywch2,1.4063
AW491448,1.4061
Farp1,1.4061
Akap5,1.4059
Sms,-1.4052
1440131_at,1.4052
Rae1,-1.405
Trpc5,-1.4046
C130009A20Rik,-1.4044
Unc5a,1.4042
Rif1,-1.4042
Smad3,1.404
Ppp3r1,1.404
Gnpnat1,-1.4039
Map1lc3a,1.4037
Zfp804a,1.4036
Fam210b,-1.4036
Copg2os2,-1.4033
Mir670hg,1.4033
Ints2,-1.4031
Mllt6,1.403
Ctps,-1.403
Sipa1l3,-1.403
Panct2,-1.403
Plcb4,1.4028
Mtus2,1.4027
Sirpa,1.4026
9330118A15Rik,-1.4026
Pink1,1.4023
E130006N16Rik,1.4022
A930017M01Rik,1.4021
Ttc14,-1.4021
BB309795,1.402
Gm2a,1.402
Mm.441492,1.4019
Csmd2,-1.4019
Pcif1,1.4018
Atcay,1.4018
BB167650,-1.4016
Dusp19,-1.4016
Nab1,1.4015
Pdia5,1.4014
1110002E22Rik,-1.4013
BB470847,-1.4012
A130009I22Rik,-1.401
Nmt1,-1.401
Fosb,-1.4008
Gda,-1.4008
Prkca,1.4008
Rad52,-1.4008
Gm38532,1.4007
Umps,-1.4006
AI448984,1.4005
Commd8,-1.4004
C1galt1,-1.4002
Nfix,1.3999
Ptpn2,-1.3998
AW122978,1.3997
Glo1,-1.3996
Gpr62,1.3995
Trpc4,-1.3994
Mapk3,-1.3994
Map3k4,-1.3994
Stxbp1,1.3993
Ccnjl,-1.399
Fra10ac1,-1.3988
Acot2,-1.3986
Zfp260,-1.3983
Klf13,1.3982
Kbtbd6,-1.3976
Gss,-1.3975
Snhg1,-1.3975
Minpp1,-1.3975
Slc25a29,-1.3975
Mm.453644,1.3973
AV266261,-1.3972
BB115446,-1.3971
Actn4,1.3969
Mapk9,1.3969
Gtf2f2,-1.3968
Nacc2,1.3967
Ublcp1,1.3967
Prkdc,-1.3967
Ivd,-1.3966
Kif18a,1.3963
Smc2os,-1.3961
Trub2,-1.3961
Parp1,-1.3958
Ap2b1,-1.3955
Ice2,-1.3955
Rhbdl3,-1.3955
Nrep,-1.3953
Ankrd6,-1.3952
Rhebl1,1.3951
Nipbl,-1.395
Colgalt1,-1.395
Esyt3,-1.3949
Gpr68,1.3948
Cbwd1,-1.3948
Nfkbib,1.3946
Lrp11,-1.3945
1110012L19Rik,-1.3945
Ccdc30,-1.3944
Kif17,1.3942
AK015425,1.3941
Epb41l1,1.394
Sfswap,-1.3938
BF462741,1.3937
Hebp2,1.3936
1442618_at,1.3935
Slc43a2,1.3934
Samd8,-1.3934
Mm.395523,1.3933
Atp1b2,1.3932
Susd4,1.3932
Cbx6,1.3931
Rbfox1,1.3931
Gmps,-1.3928
Lamc2,1.3924
Pus7,-1.3922
Rragd,1.392
Mm.439256,1.3919
Rai1,1.3919
Mettl1,-1.3918
1444185_at,-1.3918
Epdr1,1.3917
Lrrfip2,1.3916
Dusp3,1.3915
Cyhr1,1.3915
