Gene,Fold Change
Zfpm1,1.3915
Maf,1.3913
Ly6e,-1.3913
Cpeb4,1.3912
Stx3,-1.3908
Kcnip4,-1.3907
Uck2,-1.3906
Map3k4,-1.3901
Mrpl9,-1.39
Cgref1,1.3899
Il1rap,-1.3899
BE825072,-1.3895
Qrsl1,-1.3895
6430411K18Rik,1.3895
1445338_at,1.3894
Zbtb4,1.3893
Coro7,1.3891
AW120674,1.389
Man1a2,1.389
AA200306,1.3889
C77406,1.3888
BM933224,1.3887
Pkia,-1.3887
Cx3cr1,-1.3882
Nrf1,1.3882
Gm11175,1.3882
Piga,-1.3882
Uhrf2,-1.3882
Flrt2,1.3879
Nipa1,-1.3877
Clip1,-1.3877
Usp3,1.3876
Parvb,-1.3876
Tmem74b,1.3875
Cic,1.3874
Vstm2b,-1.3873
Arhgap23,1.3873
Map3k20,-1.3873
BB032447,-1.3873
Cobll1,-1.3871
Fem1c,1.3871
Plekha6,1.3871
Diaph2,-1.3871
Apbb2,1.387
Krt1,-1.3869
1443006_at,1.3868
B230216N24Rik,1.3868
Nr3c1,1.3867
Rnh1,1.3867
Gpr50,1.386
Ldlr,1.3859
Ttl,1.3859
Tmem109,-1.3857
BB667512,-1.3856
Cyp51,1.3856
Gfra1,-1.3855
1439651_at,1.3855
Emc10,1.3853
Ttn,1.3852
5730453C05Rik,-1.3852
Bicd1,-1.3851
Kifc2,-1.3848
Nfix,1.3845
Zfp316,1.3845
Gm34996,-1.3845
Dusp7,1.3841
Ccdc115,-1.3839
BQ177195,-1.3838
Dock9,-1.3837
BM117114,-1.3837
Stxbp4,-1.3835
Mras,1.3835
Lrp1,1.3834
Gm9954,1.3834
Pink1,1.3834
Tnik,-1.3833
Odf2,-1.3832
Nsg2,-1.3832
Sqstm1,1.3832
Cacna1a,1.3832
Phf20l1,1.383
Lrrn4,-1.3829
Socs5,1.3829
Eif4ebp1,1.3829
Riok2,-1.3828
5830490A04Rik,1.3827
1444832_at,1.3825
Itgb3bp,-1.3824
Emid1,1.3824
Ttyh1,1.382
Zfp711,1.3818
Tmco5,-1.3818
Kalrn,-1.3817
Gfap,1.3817
Sirpa,1.3817
Lgi1,-1.3815
Tmsb10,1.3815
B230307C23Rik,-1.3815
Tex15,-1.3813
Nars2,-1.381
Plekhm3,1.381
BE824673,-1.3808
Abcb1b,-1.3808
Ttc30a1,-1.3808
Zfp451,-1.3807
Rab6b,1.3806
Hspa13,-1.3805
Nek4,-1.3804
Cd47,1.38
Slc25a29,-1.38
Hspa12a,1.3798
Camkk2,1.3797
Phyhip,1.3795
Lypla2,1.3793
Neto1,1.379
Arl6ip4,1.379
Abhd11,-1.3789
Uty,-1.3789
Chchd10,1.3788
2310076G05Rik,-1.3786
Erlin1,-1.3784
Zfp846,-1.3783
Acer3,-1.3783
Tmem135,-1.3781
9430012M22Rik,1.378
Arpp19,1.3779
Kcnj3,1.3779
Psmb10,1.3778
9630010G10Rik,1.3777
Tradd,-1.3776
Bin1,1.3772
Gas5,-1.3771
Aldh2,-1.3769
Ksr1,-1.3769
Nat8l,1.3768
Crebzf,1.3767
Prr14,1.3765
BC024836,-1.3763
Ap4s1,1.3761
Gng12,-1.3761
Pacsin1,1.376
1436646_at,1.3759
Srrm4,-1.3757
Ctps2,1.3755
Col6a3,1.3755
Gm13306,-1.3752
R3hdm2,1.3752
Mast2,1.3751
Hgsnat,1.375
Atf6,-1.3747
Commd7,-1.3745
H2-DMa,-1.3745
Scarb1,1.3745
Gm4573,1.3744
Rbm22,-1.3744
Ss18,-1.3742
Cyhr1,1.3742
B430203I24Rik,-1.3741
Vamp7,-1.3741
Lrch1,-1.3738
Pacrgl,-1.3737
Mmab,-1.3736
Chic2,-1.3736
9430091E24Rik,1.3735
Klf7,1.3734
Gm2137,1.3734
Prkacb,1.3734
Lamb1,-1.3734
Ttc39b,1.3732
Pcsk5,-1.373
B4galt5,1.373
Rhoc,1.373
BC030308,1.3729
Rdh10,-1.3728
Mbnl2,1.3725
Smim17,1.3725
Snhg5,-1.3725
Cecr2,-1.3725
AW913782,1.3721
5330438D12Rik,-1.372
Eid1,-1.3718
Arhgap26,-1.3717
Dnajc28,-1.3714
B230216N24Rik,1.3711
Qprt,1.3709
Ptprk,1.3709
Pofut1,-1.3708
Zfp931,-1.3708
Ctc1,1.3707
Pcdhg@,1.3706
BE628832,1.3705
Galnt3,-1.3705
1458653_at,1.3704
Zfp142,1.3704
Atp1b3,1.3703
1442911_at,-1.3699
Zmynd8,1.3698
1459950_at,-1.3698
Idi1,1.3696
Arid3b,1.3695
Usp7,1.3694
Gpr85,-1.3691
Btrc,1.3688
Crls1,-1.3688
Chd7,1.3687
Hist2h2be,-1.3685
Cdca7,-1.3684
Commd8,-1.3684
Plppr1,1.3683
Spred2,-1.3682
Calcoco1,-1.3681
Tmcc1,1.368
Map3k11,1.3678
Bcl2l10,1.3678
2610001J05Rik,-1.3677
1448057_at,1.3677
Sytl2,-1.3674
Dll3,-1.3673
Ppif,-1.3671
Klhl13,-1.3663
Wisp1,1.3663
Homer2,-1.3663
Kcnip2,1.3662
2010109K09Rik,-1.3658
Trpm4,1.3657
Caprin1,-1.3657
Npas2,1.3656
Casc4,-1.3656
Pmm1,-1.3654
Lck,-1.3654
Vcpip1,-1.3654
Nip7,-1.3654
Ttc28,-1.3654
Prkca,1.3651
Zfp467,-1.3651
B3galt5,-1.3648
2410022M11Rik,1.3645
Tuba8,1.3644
Ccnh,-1.3643
Ston2,-1.3642
Ptx4,-1.364
Fam129b,1.3638
Parp1,-1.3638
Fhad1,-1.3637
Lnpk,-1.3637
Chmp2b,-1.3637
Camk2n1,1.3636
Cd248,1.3636
Rrm2b,-1.3633
Rbpms2,1.363
Sertad2,1.3628
Ier2,1.3628
Hmces,1.3626
Xpnpep1,-1.3625
Apc2,1.3625
Cacfd1,-1.3624
BB149299,1.3623
Mindy3,-1.3622
BB212045,-1.3622
Gm10033,-1.362
Fcho2,-1.3619
Sdk2,-1.3618
Neurod1,1.3618
Rin1,-1.3618
Armc6,-1.3615
Ipcef1,1.3615
Inpp5f,1.3613
Napa,1.3609
2310047K21Rik,-1.3607
Eps8,-1.3602
Josd1,1.36
Nedd4l,-1.3599
Mcm5,1.3598
Gabrg1,-1.3596
1700017B05Rik,-1.3595
Calm2,1.3595
Cog1,1.3594
Ppp2r2b,1.3593
Ahsa2,-1.3592
Cdc40,-1.359
Zmynd19,-1.359
1437977_at,1.3588
1442892_at,1.3588
Cep97,-1.3588
Coro7,1.3587
Peg3,1.3587
Tia1,-1.3586
BB229969,-1.3586
Ephb2,1.3586
2610301B20Rik,-1.3585
Ube2g2,-1.3585
Nol8,-1.3581
Scn2a,1.3581
E230008O15Rik,-1.3581
Hap1,-1.3581
Paqr6,1.358
BE982890,1.358
Rps21,-1.3579
Ing1,1.3578
Vwa1,1.3577
Snhg12,-1.3576
Tle3,1.3576
Scai,-1.3576
AI839979,1.3574
Rxra,1.3574
Disp1,-1.3573
Tgoln1,1.3573
Amdhd2,-1.3573
Tial1,-1.3567
Capn12,1.3567
Crls1,-1.3566
Ublcp1,1.3566
Tpd52,1.3566
Pycr2,-1.3565
Cdh4,1.3565
Eny2,-1.3565
Dut,1.3563
Dclk1,-1.3563
Cad,-1.3561
Abcb9,1.356
1600020E01Rik,-1.3558
Bahd1,1.3558
Pde9a,1.3558
Tpst2,-1.3557
Rilpl1,1.3556
Fbln1,-1.3555
BB279279,-1.3554
Prkaa2,1.3552
Car11,1.355
Rhebl1,1.3549
Cspp1,-1.3549
Shmt1,-1.3548
Rab33a,-1.3548
Grm2,-1.3547
Senp8,-1.3547
Stx1a,-1.3547
Ift43,1.3544
Klhl7,-1.3544
Cit,1.3543
Tfrc,1.3543
Mm.445336,1.3541
1500002F19Rik,1.3541
Kctd21,-1.3536
B930025B16Rik,1.3535
Jund,1.3534
4930406D14Rik,1.3533
Snhg1,-1.3533
Kcnh3,1.3531
AI317158,-1.3528
Sms,-1.3527
Grm1,-1.3526
Susd4,1.3525
Zdhhc14,-1.3525
Ezh1,1.3523
Lingo2,-1.3521
Msl1,1.352
B4galt2,1.3519
Lrch1,-1.3519
Ripor2,-1.3517
Cmya5,-1.3517
Crim1,1.3516
Adcy9,1.3516
Brwd1,1.3514
BG144063,1.3511
Flnb,1.3511
AI452119,-1.3509
Dr1,-1.3508
Obsl1,1.3506
Cnn3,-1.3504
Kcna6,-1.3504
Slc1a1,-1.3502
Zswim5,-1.3501
Plxna2,1.3501
Paqr9,-1.3501
Slc4a4,-1.35
Skap2,-1.35
Hjurp,1.3499
Ephb2,1.3499
Nr2f6,1.3499
H2-Ke6,-1.3498
Cbx2,1.3495
Bcl2,1.3494
Cyb5r3,1.3493
BB354985,-1.3493
Cdk5r2,1.3491
Jak2,1.3491
Hist3h2a,-1.349
Syngr3,-1.3488
Zfp612,1.3487
9430092D12Rik,1.3486
Arrb2,1.3485
Usp19,1.3485
Nme2,-1.3483
Casp8ap2,-1.3482
Tfdp2,1.3482
BE631223,1.3481
Hpf1,1.3481
Dlg5,-1.3479
Hsbp1,-1.3478
Calm1,1.3478
Atrip,1.3478
BC003965,-1.3478
Pim2,-1.3476
Vangl2,1.3475
2900052N01Rik,-1.3474
1446592_at,-1.3473
Hnf1a,1.347
Hes5,-1.347
Syt13,-1.347
Fbxw7,1.3469
Stx1b,1.3469
Mbtps1,1.3468
Lgr6,-1.3467
Jak2,1.3467
Srm,-1.3466
Slc8a2,1.3464
Egln1,1.3464
Ube2g1,1.3463
Fam219a,1.3463
Nubp1,1.3463
Zfp229,-1.3462
6430514K02Rik,1.3462
Fam189a2,1.3462
Arc,1.3462
Ikbkap,-1.3461
Kdm7a,-1.3461
Pafah1b3,1.3461
Ehd1,-1.3461
Yif1a,1.3456
3110045A19Rik,-1.3456
Mapk12,1.3455
Dsg2,-1.3453
Srrm4os,-1.3452
Plpbp,1.3452
Ophn1,1.3452
Iba57,-1.3451
Syngr3,-1.345
Foxq1,-1.3449
1459550_at,1.3449
AI835197,1.3449
2610524H06Rik,1.3447
B3gat1,1.3447
Crip2,-1.3447
Git2,1.3444
4933412E12Rik,-1.3444
BE952586,-1.3442
Tanc1,-1.3442
Focad,-1.3441
Kcnc1,1.344
Zfp235,1.3438
Jade2,1.3437
Mark1,-1.3437
Tsga10,-1.3437
Kcnab1,1.3435
B930053N05Rik,-1.3434
Snhg1,-1.3434
Echdc2,-1.3433
Dph3,1.3432
Ipmk,-1.3432
Smim10l1,1.3429
Eif4e3,-1.3428
Radil,1.3427
Thra,1.3425
Dcbld1,-1.3425
Ier5l,1.3424
AI785329,-1.3423
Fbxo9,1.3422
Fam213a,-1.3421
Cxxc5,1.342
Hey1,1.342
Gmpr2,-1.3418
AI648923,-1.3418
Nab1,1.3417
Slain1,1.3415
Zfp322a,-1.3414
Ppp2r5a,1.3414
Nckap5,-1.3413
Map3k3,1.3412
Psen1,1.3411
Sesn3,1.341
Kalrn,-1.3409
D530037H12Rik,1.3409
Ncor2,1.3408
Tgoln1,1.3406
Ipcef1,1.3406
Gnb4,-1.3403
Arfip2,-1.3402
Gpr137c,1.3402
Prrt3,1.3402
Nek2,-1.3401
Socs5,1.3401
Grk5,-1.34
Adk,-1.3399
Klhl5,-1.3398
AA517023,1.3397
Ptprd,1.3397
Scn9a,-1.3397
Dcxr,-1.3396
Sec1,-1.3395
Kcnip4,-1.3395
Ptbp3,-1.3394
Mpdz,1.3394
Cdca8,-1.3394
Exosc1,-1.3393
Sh3bgrl3,1.3392
Mm.438679,1.3391
Cyb5r3,1.3391
Nfe2l1,1.3389
Kras,1.3388
Tie1,1.3388
Cdo1,1.3387
Mpp3,1.3384
Ttbk1,1.338
Ccdc9,1.338
Cpox,-1.3376
Acp2,-1.3375
Gpd2,1.3374
Nipa1,-1.3374
BB298720,-1.3374
C80998,1.3373
Tmem151b,-1.3371
Lurap1l,-1.3371
Inip,-1.3371
Nedd4l,-1.3369
Slc20a1,1.3368
Gmds,-1.3367
Gsr,1.3366
Nkap,-1.3365
Nexmif,-1.3363
Cck,-1.3363
Cpox,-1.3361
Pomgnt1,1.336
Sgpp1,-1.3359
Epb41l3,1.3358
Palm,1.3358
Grb10,-1.3356
Dlg1,1.3356
Srsf5,1.3355
Itgb8,1.3355
Mcm3,-1.3354
Phf3,1.3353
Rhobtb2,1.3353
App,1.3353
Gpr45,-1.3353
8430408G22Rik,-1.3352
Flot2,1.3352
Lingo2,-1.3351
Mtmr12,-1.3351
Lamb3,-1.335
Upp2,-1.335
Arl6ip6,-1.335
Adcy1,1.3349
Cep170b,1.3346
Abhd16a,1.3346
BB319198,-1.3346
Fbln1,-1.3344
Tsc22d2,-1.3343
Cbx5,-1.3343
Dnmt3a,1.3343
1446632_at,-1.3343
Bop1,-1.3342
Fhl1,-1.3341
Eftud2,1.334
Ipw,1.3338
Ubald2,-1.3338
Mark1,-1.3337
2410131K14Rik,-1.3336
Igsf9,1.3336
Ciart,-1.3335
Ubtf,1.3335
1700015F17Rik,1.3335
Eif3j1,-1.3335
Dclk1,-1.333
Gpsm1,1.3327
Epha7,-1.3325
BG073495,1.3324
5430416N02Rik,-1.3324
Mbd4,-1.3323
1810010D01Rik,-1.3323
Ptrhd1,-1.3322
Rbm46,-1.3321
Sh2d3c,1.332
Zfp950,-1.332
Lin7b,1.3318
Rabac1,1.3318
Med20,-1.3317
Sfswap,-1.3317
2300009A05Rik,1.3316
Ankrd11,1.3316
Amhr2,1.3316
Ripor2,-1.3314
Slc5a6,1.3314
Zfp825,1.3314
Paxip1,-1.3313
Apeh,1.3313
Srrm2,-1.3313
Jakmip3,1.3312
Mm.404596,1.331
Utp18,-1.3309
Nemp2,1.3309
Hdac4,1.3309
Bop1,-1.3309
Rsph10b,1.3308
Palm,1.3308
Ebpl,-1.3308
Atpaf1,-1.3307
Ints6l,-1.3307
Mettl18,-1.3307
Lrrcc1,1.3306
1447204_at,1.3301
Coq8b,-1.33
Tmem2,1.3299
Tpgs2,-1.3299
Apba1,1.3298
Chka,-1.3298
1810043G02Rik,-1.3297
AU020094,-1.3297
Slco2a1,-1.3296
Ltn1,-1.3296
Slc16a2,-1.3294
Ccdc34,-1.3294
Plekhh3,1.3293
Med29,1.3291
Smim14,1.3291
6030487A22Rik,1.3291
Mapk9,1.329
Zbtb7c,1.3289
Hes6,-1.3288
Hexb,-1.3287
Rgs3,1.3286
Tmem63c,1.3286
BE956835,-1.3286
9430053O09Rik,1.3282
Ifrd1,1.3282
Ldha,1.3282
BM221185,1.3281
Gria3,1.3278
Nupl1,1.3278
Atg10,-1.3278
Slc39a10,1.3276
Gm9318,-1.3275
Zfp950,-1.3274
BM220110,-1.3274
Hdac7,1.3272
Ppm1l,-1.3271
Ndst1,-1.327
BQ174511,1.327
Ranbp9,1.327
1443093_at,1.3269
Cep68,-1.3269
Id2,1.3267
Ermp1,-1.3265
Tmem47,1.3265
Pi4ka,1.3264
Ptprn2,-1.3264
Ldlr,1.3263
A630026N12Rik,-1.3263
Gm12663,1.3262
Ttl,1.326
Phlda1,1.3259
Amhr2,1.3259
BM232304,1.3258
Mthfr,-1.3257
Prrt2,1.3255
Lipt2,-1.3254
Apbb2,1.3254
2210408K08Rik,1.3254
Snx21,1.3253
Tap2,1.3253
Zfp825,1.3253
Itsn2,1.3252
Mansc1,1.3251
Arhgef10l,1.3248
Ddit4l,-1.3247
Gsta3,1.3246
Slc16a7,1.3243
Pck2,1.3243
Glo1,-1.3243
Gpr85,-1.3241
Trpc1,-1.3241
Rrm2b,-1.3241
Timp2,1.3241
Cyb5r3,1.3241
BM120817,1.324
Eif4g3,1.3239
Fbxw7,1.3238
Fbxw2,-1.3238
Raph1,1.3236
AW125678,1.3235
Med22,-1.3234
Sox5,-1.3233
BQ175524,1.3233
Zfp651,1.3232
Kcnab1,1.3232
A830052D11Rik,1.3231
Cacna1a,1.3231
Unkl,-1.3229
Soga1,1.3229
Dock6,1.3228
Pcbp2,1.3228
Ccdc25,1.3228
Mpnd,1.3228
Sptssb,1.3227
Fxr1,-1.3227
AV340255,-1.3223
Thyn1,-1.3223
Magef1,-1.3222
Edil3,-1.3221
Med14,1.3219
Ephx4,1.3219
Sertad1,1.3219
Cbx5,-1.3219
Afmid,-1.3219
Prrt1,-1.3217
Selenoo,1.3217
Fam114a2,-1.3215
Adarb2,1.3215
Spg21,1.3214
Mif,-1.3213
Ier3ip1,-1.3211
Nrn1,1.3211
Lyrm1,1.3211
Ppt1,1.321
Alox5ap,-1.321
1446946_at,-1.321
Gabrg2,1.3209
Cab39,1.3207
Ntrk2,-1.3203
Tmem181a,1.3202
Abracl,-1.3202
Mettl1,-1.32
Coro7,1.32
Acyp2,-1.3199
AV000840,-1.3199
Srsf7,-1.3199
Aplp2,1.3198
Fgf16,1.3198
Rbpj,1.3198
Tacc1,1.3198
Cenpw,-1.3198
Nanp,-1.3198
Mxd4,1.3196
Ccny,-1.3195
Tmem151a,1.3195
Usp20,-1.3195
BB470306,-1.3194
Pole4,-1.3194
Tcf15,-1.3193
Zkscan17,1.3193
1440698_at,1.3193
Pip4k2a,-1.3192
Lemd1,1.3192
Slc25a51,1.3191
Gnb2,1.319
Zfand5,1.3189
9030624J02Rik,1.3189
Ccm2,1.3188
Gnal,1.3188
Clcf1,1.3188
Ctc1,1.3187
Mfsd13a,1.3187
Prmt3,-1.3186
Epb41,1.3186
Abhd16a,1.3185
Gnb5,1.3184
Prr3,-1.3184
Dbndd2,1.3183
Ccser1,1.3183
Cpeb2,1.3182
Spire1,1.3182
Trnau1ap,1.3182
Plcb1,1.3182
Mettl5os,-1.3182
Ttll1,-1.3181
Kdm7a,-1.3181
Hid1,1.3181
Zfyve16,-1.318
Ccny,-1.3179
Rbm12b1,-1.3178
Ldhb,1.3177
Dram1,-1.3176
C030014L02,-1.3176
1440041_at,1.3175
Camk4,1.3175
Dpf3,1.3174
Acr,1.3174
Slc25a22,-1.3173
Ubc,1.3173
Dtx3,1.317
BQ176223,1.3169
Tmem179,-1.3169
Hspb11,-1.3169
Chek1,-1.3168
Sh3bgrl,-1.3168
Mcrs1,1.3166
Marcks,-1.3166
Zfp882,-1.3162
AW123117,1.3162
Habp4,1.3162
Mm.450589,1.316
Gpr146,1.3158
Rce1,1.3158
Chl1,-1.3158
Tecr,1.3157
5730409E04Rik,1.3157
AW909485,-1.3156
Sdc3,1.3155
Ndn,-1.3153
Ephb2,1.3151
Gmpr,-1.315
BB200542,1.315
Pja2,-1.3149
Slc16a7,-1.3148
Mrpl9,-1.3146
Chic2,-1.3145
Uxt,1.3144
Frg2f1,-1.3143
Smg5,1.3143
Nrl,1.3143
Rpl30,-1.3142
Phf6,-1.3142
Eif4g2,1.3142
Itga6,1.314
Zeb2,-1.3139
Unc13a,1.3138
Rnf19b,1.3138
Pnpo,-1.3138
Cited2,-1.3137
BB528620,-1.3135
Efcab7,-1.3135
Yipf6,-1.3134
Celsr2,-1.3133
Arhgef3,-1.3133
Zdhhc14,-1.3133
Nsmce4a,1.3133
Kcnip3,1.3133
Map4,-1.3133
Serinc3,1.3132
Vkorc1l1,-1.3132
AA409587,-1.3131
Kcnk3,1.3131
Apoh,1.3131
Zfp105,1.313
Prokr2,-1.3129
Dab1,1.3129
Micall1,-1.3129
Tnks1bp1,1.3128
Btg2,1.3128
AV230399,1.3128
Chrm1,1.3127
Ngf,1.3127
Mrpl48,1.3126
4931417E11Rik,-1.3125
9230110F11Rik,1.3124
AU021025,-1.3124
Leng9,1.3123
Rock2,1.3122
Lrfn2,1.3121
Tspyl2,1.312
Srgap2,1.3119
Pcmt1,1.3119
Gpr34,-1.3118
Nudcd1,-1.3118
Amotl2,1.3117
BB125469,1.3116
Arhgef4,-1.3114
BF463223,-1.3114
Trub1,-1.3113
Gbp3,1.3113
C730029A08Rik,-1.3113
Gas2l3,-1.3112
Rab35,1.3111
Nkain1,-1.311
Phospho2,1.311
Ptprr,-1.3108
Zrsr1,1.3107
Zfp354a,-1.3106
Nek3,-1.3106
Tmem108,1.3105
Fam19a5,1.3103
Armcx6,-1.3103
Mm.409344,1.3102
Fgd4,-1.3102
6720427H10Rik,-1.3102
Gfod1,1.3101
Cckbr,1.3101
Sugp2,-1.31
C030009O12Rik,-1.31
Rgmb,-1.31
Ldhb,1.3098
Catsperz,1.3096
Srsf2,-1.3096
Nampt,-1.3096
Colgalt1,-1.3095
BE851919,1.3095
Acad8,-1.3094
Lhpp,-1.3093
1440393_at,1.3092
R3hdm1,1.3092
Slc7a4,-1.3092
Rnf208,1.3091
BG801845,-1.3091
Mm.404443,1.309
Hic2,1.3089
Adcy9,1.3086
Slc9a6,1.3086
Ptpra,-1.3085
Ldhb,1.3085
Mm.383751,1.3085
Bach1,1.3084
Rhno1,-1.3084
Gm527,-1.3083
Hlcs,1.3082
Tbc1d24,-1.3082
Yipf1,1.3081
Gfap,1.3081
Slc35f1,-1.308
Uck2,-1.3079
Far2,-1.3078
Taf4,1.3078
Trank1,-1.3078
Tia1,-1.3075
Prim1,-1.3075
Htr1a,-1.3075
Anks3,-1.3072
5330403D14Rik,1.3071
5330421C15Rik,1.3069
Lrrcc1,1.3066
Cdadc1,1.3066
Ubald1,1.3065
LOC102631979,-1.3064
Stx2,-1.3064
Ado,-1.3063
Dna2,-1.3061
Sstr3,1.3061
Ube2b,-1.306
Nrarp,-1.3059
Ctsb,1.3058
Thra,1.3056
Car15,-1.3053
Tcea3,1.3053
Cdon,1.3053
BB141057,1.3052
Pmepa1,1.3052
BB439194,-1.3052
Pak3,-1.3051
Prox1os,-1.305
Gas5,-1.3049
Abhd1,1.3049
AI666551,-1.3047
Ldhb,1.3046
BB284122,-1.3045
Slc29a1,-1.3045
Gm10199,1.3044
Nebl,-1.3043
Ftl1,1.3043
Pik3r1,1.3043
Kcng4,1.3042
Gm9899,1.3042
Add1,1.3041
Atf6b,-1.304
AV338336,1.304
Nacc2,1.304
Pak4,1.304
Jag1,-1.304
Sms,-1.304
Rab32,-1.304
Fgf9,1.3038
Megf8,1.3038
Snrnp48,-1.3037
Det1,-1.3037
Etaa1,-1.3036
Trp53inp2,1.3036
Tyro3,1.3036
Pgm2l1,-1.3036
Abhd13,-1.3035
Slc25a33,-1.3034
Patz1,1.3033
P2ry12,-1.3033
Bet1,-1.3032
Aqp11,-1.3032
Mm.438431,-1.3032
Prkcb,1.3031
Plk2,1.3031
Slc41a1,1.303
Ppp1r12b,1.303
Rian,1.3029
Akap5,1.3029
H3f3a,-1.3029
AV320759,1.3022
AV174028,1.3022
Pgap2,-1.3022
Rab10,-1.302
Gabrb1,-1.3018
Inpp5d,1.3015
Kif17,1.3015
AW121375,1.3015
Cep41,-1.3015
Reg3b,1.3014
BB333487,1.3013
Cdh2,-1.3012
Habp4,1.3011
Tmsb15l,-1.3011
Sod2,-1.301
Igbp1,1.301
Cdh10,1.301
Bysl,-1.3009
BB162460,1.3009
Pkp4,-1.3009
C1ql3,-1.3008
Slc48a1,1.3008
Bcap31,1.3007
Dock4,-1.3006
Neat1,1.3006
2900009J20Rik,1.3006
AI426330,1.3005
Arl6ip1,-1.3003
BM220939,-1.3003
B230307C23Rik,-1.3002
Yif1a,1.3002
Plppr3,1.3002
1442890_at,1.3001
Ntm,-1.3
Xkr6,1.2998
Cxxc4,-1.2995
Slc4a4,-1.2993
Pdp1,-1.2993
Smim19,1.2992
Sh3bgrl,-1.2992
Gm4274,-1.2992
Rbmx,1.2991
Rsrc2,-1.2989
Dock9,-1.2989
Frmd4a,-1.2988
Nutf2,-1.2988
Akap9,1.2987
Gm16386,1.2986
AU015680,1.2985
Zfp335,1.2985
Zdhhc14,-1.2985
Tsc22d3,-1.2985
Nacc2,1.2984
Acvr1b,-1.2982
Prkg2,-1.2982
Zfp160,1.2981
Washc4,-1.298
Rufy3,-1.298
Rarg,1.2978
Iqgap2,-1.2978
BM123577,-1.2978
Telo2,-1.2977
9430064K01Rik,-1.2977
Usp19,1.2977
Med20,-1.2977
Mapk1ip1l,-1.2975
Pcdh8,-1.2975
Arntl,1.2974
Zfp608,1.2974
Ppargc1a,1.2973
Atp8b2,1.2973
Cpeb4,1.2973
Usp13,-1.2973
Kmt5a,-1.2972
Ccng2,1.2972
Epha7,-1.2972
Rbck1,1.2971
Cdc73,-1.297
2810043O03Rik,-1.2968
Tbc1d9b,1.2968
Etv5,1.2967
4931406P16Rik,1.2967
Pabpc1,-1.2966
Tpm1,-1.2966
Pbrm1,-1.2966
Zfyve21,1.2965
BG064034,1.2964
Atcay,1.2964
Erbin,-1.2963
Nisch,-1.2963
Dctn4,-1.2962
Pagr1a,1.2962
4933431I19Rik,1.2962
Fxyd2,-1.2962
D030029J20Rik,-1.2961
Dlg1,1.296
Memo1,-1.296
Osbpl1a,-1.2959
Cdc40,-1.2959
Alad,1.2959
Zfp322a,-1.2958
B3galt1,-1.2957
Dynlt1b,1.2957
Slc37a3,-1.2956
Mbnl2,1.2956
Enox2,-1.2956
Rnf157,1.2955
9530034D02Rik,1.2955
2810414N06Rik,-1.2954
Tmem169,-1.2952
A130001G05Rik,-1.2952
Ikzf1,-1.2951
Pip4k2a,-1.2948
Impdh2,-1.2946
BG075356,-1.2945
Tmed2,1.2945
Arpc2,-1.2945
Dlk2,1.2944
2410002F23Rik,-1.2943
Paxbp1,1.2943
Tsc22d3,-1.2941
Eif1ax,-1.294
Zmiz1,1.294
Adarb1,1.2939
A930024E05Rik,-1.2939
Pmm1,-1.2937
Mark2,1.2937
Prkaa1,-1.2936
BB524105,1.2934
Mir9-3hg,1.2934
Nell2,-1.2934
Itga6,1.2932
Tmem121b,1.293
Six4,-1.293
Vstm5,-1.293
Lin7b,1.2928
Zbtb46,1.2927
Shq1,-1.2927
Glrx2,-1.2926
Atad1,-1.2925
Senp8,-1.2923
Ldlrad4,-1.2922
Zbtb22,1.2922
Gdap10,-1.2921
BG067230,1.2921
BE688513,-1.292
Ubtd2,-1.2919
Oxr1,-1.2917
BQ174502,-1.2916
Gm10419,1.2916
Atcay,1.2916
Arhgap27,1.2915
Shisa7,-1.2915
Ado,-1.2914
Ttc7,1.2913
Mpdz,1.2913
Gm2995,1.2913
BM233968,1.2913
Npl,-1.2912
Pcdhb3,-1.2912
Gmpr2,-1.2911
Cog1,1.291
Stx6,1.291
Zfand3,-1.2909
Sdcbp,-1.2907
Atp1b1,-1.2907
Camsap2,1.2907
Usp3,1.2907
Armc8,1.2906
Ttc39b,1.2904
Mboat2,-1.2902
Gnpnat1,-1.2902
Eef1e1,-1.2902
Slc38a1,1.2901
Reep3,1.29
Aven,-1.29
Trmt61b,-1.2899
Ppp1r3d,-1.2899
Ppp6r2,1.2899
Ppm1l,-1.2898
Anxa11,1.2898
Snx24,-1.2892
Rbfox1,1.2891
Pip,1.2889
Ankrd33b,1.2889
Chordc1,-1.2888
Rgs7bp,-1.2887
0610009B22Rik,-1.2887
9330102E08Rik,-1.2886
Adcy9,1.2886
Kcns2,1.2886
Xkr8,-1.2886
Dbndd2,1.2885
Rasa1,-1.2884
Galk2,-1.2884
Wwox,-1.2884
Napa,1.2883
Lmtk2,1.2883
Dnajc1,-1.2883
BG074623,-1.2882
Hus1,-1.2882
Rab3d,1.2881
Ppp2r5c,1.288
Slc1a3,-1.2879
1810009N02Rik,1.2879
4933428L12Rik,1.2878
Rusc1,1.2878
Ndn,-1.2878
AI450353,-1.2878
Vcpip1,-1.2877
Adamts9,-1.2875
Ddx59,1.2873
Mrpl23,-1.2872
Glo1,-1.2872
Tesk1,1.287
Rps6ka4,-1.2869
Ppp1r21,1.2869
Ccnh,-1.2869
BB485233,-1.2868
Dgkz,-1.2868
Gpd1,1.2867
Zfp579,1.2866
9430006E15Rik,1.2866
Spred2,-1.2866
Babam2,1.2865
Mcc,1.2864
