Gene,Fold Change
Chga,1.4074
Rimbp2,1.4073
Kcnb2,-1.4071
Arhgef28,-1.407
Camk2d,1.4067
Slc26a2,-1.4064
Shisa7,-1.406
Traip,-1.4059
Ccdc85b,1.4056
Tiam2,-1.4054
Kcnc2,1.4048
Sema4f,-1.4047
Iglon5,1.4044
Dact3,1.4041
Tnfaip8l3,1.4039
Chn2,1.4039
Lrrtm3,1.4037
Peak1,1.4037
Atad5,-1.4022
Iqgap1,1.402
Kctd4,-1.4014
Mrps24,1.4012
Kcnh2,1.4009
Crlf2,1.4007
Unc5c,1.4006
Sorcs2,-1.4004
Kcnj12,1.4003
4933439C10Rik,-1.4001
Mapk3,-1.3999
Slc35f3,1.3995
Tspan2,1.3994
Osbpl3,-1.3989
AU022754,-1.3988
Nr4a3,1.3986
Arhgap15,-1.3977
Selenom,-1.3976
Brca2,-1.3975
2700081O15Rik,1.3974
Thrsp,-1.3974
Klf2,-1.3971
Pigx,1.3962
1700030J22Rik,1.3961
Clmn,-1.3961
Cops9,1.3961
Slc32a1,1.3959
St6gal2,-1.3956
Ifit3b,1.3953
Cxcl12,-1.3951
Cplx1,1.395
Sulf2,1.3949
Palld,1.3947
Zbtb10,1.3946
9530077C05Rik,1.3944
Pcdh19,-1.394
Glis3,-1.3937
Sqle,1.3929
Slitrk5,-1.3929
Elk3,1.3928
Gda,-1.3926
Hap1,-1.3922
Sidt1,-1.3922
Dtd1,-1.392
Osbpl10,-1.3919
Cep112,-1.3915
Rab10os,-1.3915
Ncan,1.3907
Rgs2,1.3903
Slc16a10,-1.3902
H2afx,1.3894
Tmod1,1.3894
Galt,-1.3893
Fam13c,1.3891
Snhg20,-1.3891
Fkbp1a,1.3889
Reck,-1.3888
Tubgcp2,-1.3882
Mpp6,1.388
Kndc1,1.3878
Vangl2,-1.3876
Pcgf1,-1.3876
Rnaset2a,-1.3873
Zfp36l2,1.3873
Polr3gl,-1.387
Ccdc14,-1.3868
Prr18,1.3863
Pdia4,1.3862
Zfp687,-1.386
D3Ertd751e,1.386
Sh3glb1,1.3859
Pradc1,-1.3859
Tpgs1,1.3856
Rhou,-1.3853
Gria1,-1.3853
Pakap,-1.3849
Marveld1,-1.3844
Dynlt1b,1.3825
Ephb3,1.3823
Zdhhc23,1.3819
Khdrbs2,-1.3816
Slit1,-1.3815
Cc2d2a,-1.3814
Fgd3,1.3809
Sema5a,-1.3805
Neat1,-1.3801
Lrrtm2,1.38
Ick,1.3797
2010300C02Rik,-1.3795
Snrnp35,-1.3794
Atp10d,-1.3792
Uhrf1bp1l,1.3784
Gucy1a1,-1.3784
Cib2,1.3783
Dusp6,1.3782
Zfp385b,1.3779
Vav2,1.3777
Plekhg3,-1.3776
Idnk,1.3775
Pfkp,1.3775
Tmeff2,1.3775
Itga6,1.3774
Pkd1,-1.3774
Il1rapl1,-1.3774
Cdkl4,-1.3771
Rnf135,1.377
Syde2,-1.377
Fam60a,1.3767
Kcnn3,-1.3766
Lynx1,1.3762
Lpgat1,1.3758
Stard10,-1.3754
Tmem177,1.3752
Ccdc85a,-1.3751
Sema6b,1.3748
Kcna4,-1.3747
Mageh1,-1.3746
Tmem88b,1.3746
Metrnl,1.3745
Tgfbr1,-1.3739
Zfp97,-1.3738
Elmo2,-1.3736
Ptk2b,-1.3735
4831440E17Rik,-1.3735
Rpl37,-1.3728
Nr3c2,-1.3727
Sipa1l2,-1.3726
Pskh1,-1.3725
Ttl,1.3723
Moxd1,-1.3721
Cnih3,-1.3719
C530008M17Rik,1.3717
Pan2,-1.3717
Map10,-1.3716
Tns2,-1.3715
Gabpb2,-1.3715
Slc27a2,-1.3714
Farp2,1.3712
Creld2,1.3711
Ptprn,1.3709
Vav3,-1.3701
Maf,1.37
Grik4,1.3698
Cap2,-1.3698
Stradb,1.3694
Fam19a2,-1.3689
Gm14204,1.3688
Mcm8,-1.3687
Kansl1l,-1.3686
Homer3,1.3686
Rgs9,-1.3684
Kcns3,1.3681
Wdsub1,-1.3678
Nrxn3,1.3677
Eepd1,-1.3675
C2cd4c,1.3675
Arrdc3,1.3674
Gm10409,-1.3673
Lats2,1.3669
Ap3s1,1.3667
Elovl4,1.3662
Mad1l1,-1.3661
Rfx1,-1.3661
Cyp51,1.3659
Mex3b,1.3655
Plk2,1.3653
Cav2,1.3648
Ccbe1,-1.3647
Fzd4,-1.3643
Ncam2,1.3642
Pcsk5,1.3638
Mkln1os,-1.3636
Axin2,-1.3632
Pknox2,-1.3631
Dtx4,1.363
Prelid3a,-1.3629
Cryl1,-1.3627
Mblac2,1.3627
Med7,1.3626
Numbl,1.3622
Ptk7,-1.3621
Ankrd29,1.362
Rnf19a,-1.362
Gramd1c,1.3619
Junb,1.3617
Plekhn1,-1.3611
Cited2,1.3609
Fut11,1.3608
Sowaha,-1.3607
Mapk8ip1,1.3602
Grip2,1.3601
Ripk2,-1.36
8430429K09Rik,-1.36
Naa40,-1.3596
Cdh4,-1.3596
Zfp960,-1.3596
Efnb3,-1.3596
Ccdc57,-1.3595
Scn3a,-1.3595
Ermard,-1.3593
Pip5k1c,1.3591
Orai1,1.359
Olig2,1.3589
Fbxo10,-1.3588
Foxo1,-1.3583
Marcksl1,-1.358
Hdac1,-1.358
Bag2,1.3573
Tbc1d31,1.3571
Ppp1r13b,-1.357
Ina,1.3567
Cacng2,1.3561
Zfp444,1.3558
Csf2ra,-1.3557
Ofd1,-1.3556
Use1,-1.3556
Lrrc3,1.3555
Cep128,-1.3552
Rhobtb1,1.3549
Snap91,1.3545
Camk2a,-1.3534
Col4a2,1.3527
Tead1,1.3526
Mkl2,-1.3526
Exph5,1.352
Idi1,1.3517
Elmod3,-1.3515
Cat,1.3514
Exosc8,-1.3509
Lin7a,1.3508
Gm2061,-1.3507
Vsnl1,1.3507
Ddah2,1.3505
Cln6,-1.3503
Rida,1.3501
Slc16a2,-1.35
Hmga1b,-1.35
Synm,-1.3499
Mn1,-1.3498
Rtn4rl2,1.3497
S100pbp,-1.3491
Ppp1r16b,-1.3488
Hemk1,-1.3487
Reln,1.3487
Ide,1.3487
Cttnbp2nl,1.3486
F8a,1.3484
Ttc39b,1.3484
Fra10ac1,-1.3481
Zkscan2,-1.3479
Fam135b,1.3478
Hsd17b7,1.3476
Prkab1,-1.3476
Lmna,1.3471
Telo2,-1.3468
Lurap1,-1.3468
Snrnp70,-1.3467
Cdh8,-1.3466
Sox8,-1.3464
Nfil3,1.3463
Adra1a,1.3459
Gamt,1.3459
Bloc1s1,-1.3458
Arfip1,1.3452
Eci1,-1.3451
Fance,-1.3447
Camkk2,-1.3446
Rreb1,-1.3445
Ulk4,-1.3442
Tamm41,-1.344
Lrrc10b,1.3439
Pcdhga2,-1.3439
Ttll7,1.3439
Taf12,1.3438
Ap2a2,1.3435
Cxcr4,1.3435
Racgap1,1.3432
Fgfbp3,-1.343
Ttc9b,1.3429
Slc7a14,1.3427
Sox2,1.3425
Mycn,1.3423
Ptpn2,1.3423
A830018L16Rik,-1.3422
Cpeb2,1.342
D130043K22Rik,1.3416
Flnb,-1.3414
Nhlrc3,-1.3413
Ptchd1,1.3403
Rbm3,-1.3396
Sdr42e1,-1.3391
Fbxl19,1.3391
Ntrk3,-1.339
Mccc2,-1.3387
Cdc25b,-1.3386
Retreg1,1.3385
Kif26b,-1.3382
Cry2,-1.3381
Grb2,1.3379
Enox1,1.3378
Nmral1,-1.3378
Plvap,-1.3377
Htr5a,1.3376
E2f3,1.3375
Cox5a,1.3373
Csdc2,1.3372
Chadl,1.3372
Nr4a2,1.3369
Chd7,-1.3368
Chml,1.3368
Tlr7,1.3366
Klf13,-1.3366
Rps17,-1.3365
Trpc5,-1.3363
Tmsb4x,-1.3362
Ak4,1.3361
Lpp,-1.3361
Rpe,1.336
Gas5,-1.3359
Klf6,1.3357
Fdft1,1.3356
Rpsa,-1.3356
Uba6,1.3355
Cacybp,1.335
Itgb8,1.3348
Pitpnm2,-1.3345
Adgra3,1.3344
Syk,1.3344
Map1lc3a,1.3344
Tpst1,1.3342
Palmd,-1.3342
Dnajc28,1.3341
Ankrd39,-1.3339
Bcat1,1.3335
Gabra2,1.3334
Rin2,1.3333
Mettl8,-1.3333
Gm13889,-1.3328
Cdc27,1.3325
Slc12a7,-1.3322
Wdr44,1.332
Slitrk2,-1.3319
Ppp1r3c,1.3318
Dcakd,-1.3316
Entpd7,1.3316
Ypel2,1.3316
Ahi1,-1.3314
Pdgfra,-1.3312
Ccng2,1.3309
Nfxl1,-1.3306
Crtac1,1.3306
Gm2115,1.3304
Zfp772,-1.3302
3632451O06Rik,1.33
D430041D05Rik,-1.3299
Mfsd4a,-1.3298
Arhgef26,1.3296
Rhoq,1.3289
Mrps10,-1.3288
Jrk,-1.3285
Ackr1,1.3284
Dennd6b,-1.3282
Slc35f4,1.3281
Dcp1b,-1.3281
Mdm1,1.3274
Kcnj10,1.3273
Mtmr4,1.327
Hmgb3,1.327
Grip1,1.3268
Osbpl5,1.3266
Spice1,-1.3262
Acaa2,-1.3261
Cfl2,1.3254
Runx2,-1.3254
Fam114a2,-1.3249
Mrpl34,1.3248
Bcas1,1.3247
Vtn,-1.3246
Sdc4,1.3245
Fkbp1b,1.3243
Usp2,-1.3242
Hdac4,1.3234
Polr1b,1.3234
Ercc8,-1.3231
Arhgap42,1.3231
Tmem109,-1.3227
Zc3h6,-1.3224
Gria4,1.3224
Parvg,-1.3222
Dpysl2,1.3217
Rap2a,-1.3217
Sertm1,-1.3216
Cmip,1.3216
Gls,1.3215
Kcnip1,1.3214
Ppara,-1.3214
Rnh1,1.3214
Tmem74,-1.3208
Tgfb2,-1.3208
Gm12191,-1.3207
Mvb12a,1.3205
Homer1,1.3203
Cntn2,1.3203
Bex1,-1.3202
Zdhhc14,1.3197
Scd1,1.3196
Tmem81,-1.3196
9030025P20Rik,-1.3195
Lamp5,-1.3193
Sntb2,1.3192
Jpx,-1.3192
Olfm1,-1.3185
Schip1,1.3185
5430405H02Rik,-1.3181
Clcn5,1.3178
Chordc1,1.317
Lrp8,1.3168
Kcnq3,-1.3167
Zbtb7a,1.3164
Ftx,-1.3163
Mal,1.316
Kcnd2,-1.3153
Nlk,1.3152
Lmo3,-1.3147
Tmem41a,1.3147
Exosc6,1.3146
Papd5,1.3145
Unc13b,1.3144
Dock10,-1.3144
Rps27a,-1.3144
Cd200,1.3143
Cdon,-1.3142
Foxo6,1.314
Alg1,-1.3139
Wdhd1,-1.3137
B3gat1,-1.3135
Spryd4,-1.3134
Actn2,-1.3131
Pcgf3,1.313
Fau,-1.3129
Cavin3,1.3128
Lrrc1,-1.3127
Kri1,-1.3122
Ccdc94,-1.3121
Nfya,1.312
Sat2,-1.3118
Tnrc6c,-1.3115
Slx1b,-1.3115
Irf9,1.3114
Rbm33,-1.3109
Cxxc5,1.3109
Olfml2b,-1.3107
Per1,-1.3107
Tbr1,-1.3105
Cntln,-1.3105
Sdr39u1,-1.31
Prrx1,1.3099
Stk3,1.3099
Ormdl1,1.3098
Tmed1,-1.3096
Lonrf3,-1.3096
Fbxo2,1.3096
Atg12,1.3094
Hspa2,-1.3092
Golm1,-1.3091
Firre,-1.3091
Aldh2,-1.309
Slc25a18,-1.3088
Spred1,1.3087
Pid1,1.3084
Btbd9,-1.3084
Scn1b,1.3083
Nbeal1,1.308
0610037L13Rik,-1.308
Ifitm10,1.308
Tmem100,1.3079
Tra2a,1.3077
Fyco1,-1.3075
Haus5,-1.3073
Baalc,1.3073
Ppm1h,1.3069
4933409K07Rik,-1.3069
Rps25,-1.3068
Zfp951,-1.3067
Zfp692,-1.3063
Scrt1,1.3061
Carnmt1,1.3061
Rpl39,-1.3059
Tbc1d16,-1.3059
Tspan17,1.3056
Tubb2b,1.3051
Syt16,-1.305
Phlda3,1.305
H6pd,-1.3049
Eps15,1.3048
Uaca,-1.3047
Vps13c,-1.3045
Gm20300,1.3045
Islr2,1.3045
Fam206a,-1.3044
Ckap4,1.3042
Srsf5,-1.3042
Tmem144,-1.3041
Stxbp2,-1.304
Kctd1,1.3039
Itpka,-1.3035
Tmem198,1.3033
Pigp,-1.303
Slc35f2,-1.303
Galnt16,-1.3029
Spata2,-1.3026
Atp6ap2,1.3026
Tmem164,1.3025
Lama5,-1.3023
Rplp1,-1.3023
Rbm22,-1.3021
Smim17,1.3021
Ncoa7,1.302
Tbc1d4,1.3018
Hectd2,-1.3017
Ahsa2,1.3015
Arsb,-1.3015
Adgrb1,1.3015
Sh3rf1,1.3011
Particl,1.3011
Mex3d,1.301
Tab1,-1.3007
Celf3,-1.3006
Chchd2,1.3003
Rph3a,-1.3001
Asph,1.3001
Snx10,1.3001
Syn1,1.2998
Afap1l2,-1.2996
Fstl4,1.2993
Lrrn3,-1.2993
Cetn2,1.2992
Adcy5,1.2992
Ypel5,1.2989
Fam161b,1.2989
Zfp3,-1.2988
Lmo4,1.2988
Phactr1,-1.2987
Dbpht2,-1.2987
Tvp23a,1.2986
Col25a1,-1.298
Adarb2,-1.2973
Camk2b,-1.2972
Slco5a1,1.2971
Tpm1,1.2971
Sphkap,-1.297
Zfp536,-1.2969
Ptp4a1,1.2969
Cwc22,-1.2964
Wdr73,-1.2962
Ddr1,1.2962
Akr1b3,-1.2961
Celsr1,-1.2961
Jdp2,-1.2958
Gstm1,-1.2958
4921524J17Rik,1.2956
Rap1b,1.2955
Chd3,-1.2955
4932416H05Rik,-1.2955
Dazl,-1.2954
Mgat5,1.2954
Elmo1,1.2954
Syndig1,1.2953
Cers1,1.2952
Tram1l1,-1.2952
Kif5a,1.2951
Apcdd1,-1.2949
Fbxo16,-1.2949
Gla,1.2949
Myadm,1.2948
Apc,1.2948
Gpr37,-1.2943
Atp5k,-1.2941
Ints6l,-1.2939
Me3,-1.2938
Id2,1.2935
Ift122,-1.2929
Btbd3,-1.2928
Pgls,1.2928
Stk10,-1.2926
Vezf1,1.2926
Rps6ka4,-1.2922
Srgap2,1.2919
Galnt9,1.2919
Wdr90,-1.2918
Ptprg,1.2918
Efhd1,-1.2915
Nuak1,1.2915
Kctd6,1.2915
Syn2,1.2914
Kxd1,-1.2914
Tle4,1.2914
Msh3,-1.2912
B4galt4,-1.2909
Slc25a46,1.2908
Psd3,1.2908
Meg3,1.2906
Gltp,1.2906
Sema3g,-1.2905
Brdt,1.2904
Nrip3,1.2901
Kif5c,1.2898
Chaf1a,-1.2897
Kat6b,-1.2897
Kifc2,-1.2894
Elovl6,1.2893
Spata7,-1.2892
Sf3a2,-1.2891
Snhg4,-1.289
Fsd1l,1.2887
Zdhhc4,-1.2886
Cln3,-1.2884
Zbtb34,-1.2883
D030056L22Rik,1.288
Lrrc24,1.2879
Tmem50b,1.2877
Faim2,-1.2874
Lyplal1,1.2874
Mtfr1,1.2873
Sh3gl2,1.2873
P4ha1,1.2871
Gm1976,-1.2869
Lrrc8a,1.2868
Tmem39b,-1.2868
Nemp1,-1.2867
Rps21,-1.2867
Dcaf15,-1.2866
Sri,-1.2865
Ankrd35,1.2864
Sccpdh,1.2863
Dusp15,1.2863
Tmem151a,1.2861
Tuba1a,1.2858
Foxg1,1.2856
Mafb,1.2854
Nmt1,-1.2852
Spats2l,1.2851
Hunk,1.2849
Rps15a-ps4,-1.2849
Fam98a,1.2847
Lrpap1,1.2846
2210408I21Rik,1.2846
Chst2,1.2846
Sc5d,1.2845
Map3k20,-1.284
Senp8,1.284
Lyst,-1.2836
Rdh14,1.2836
Zfp367,1.2832
Nrde2,-1.283
Pno1,1.2829
Prkcg,1.2829
Acot2,1.2828
Gas1,1.2823
Arpp19,1.2821
Atxn7l2,-1.2819
Rpl27,-1.2817
Lage3,-1.2816
Paqr9,1.2816
Wipf3,-1.2815
Sdhaf3,1.2807
Asxl3,-1.2806
Pgap1,1.2806
Pgr,1.2805
Actl6b,-1.2802
Endod1,1.2795
Hnrnpa3,-1.2794
Limk1,1.279
Aacs,1.2785
Rpl18a,-1.2784
Htr4,1.2781
Dclre1a,-1.2781
Ttll3,-1.278
Map3k9,1.2777
Smim13,1.2776
Mfsd10,-1.2776
Rimbp3,-1.2775
Rab15,1.2775
Dab1,-1.2775
Slc6a8,1.277
Sorbs3,-1.2769
Stx1a,1.2768
Dnajc17,-1.2767
Cpm,1.2765
Zfp956,-1.2765
Usp46,1.2765
Alkbh4,-1.2764
Ywhag,1.2764
Rnf182,1.2763
Leng8,-1.2763
Gba2,-1.2763
Setd6,-1.276
Reep3,1.2759
Rala,1.2758
Ogfrl1,1.2757
Eml6,-1.2755
Tmod3,1.2752
Ppif,-1.2751
Cecr2,-1.2749
Vps37d,1.2749
Rab6a,1.2745
Uhmk1,1.2743
Casp3,1.2742
Dgkg,1.274
Plppr4,-1.2738
Eftud2,-1.2738
4930452B06Rik,-1.2737
Hs6st3,1.2737
Gm5141,-1.2736
Rpp25l,-1.2735
Gtf2h2,-1.2734
Camsap3,1.2733
Cnrip1,1.2733
Asphd2,-1.2733
Rab3ip,1.273
Sgk1,1.2728
B4galt2,1.2726
Cdk5r2,1.2726
Rps23,-1.2726
Slc25a30,1.2725
Kbtbd11,-1.2725
Ccnd2,1.2724
Cemip,-1.2724
Tmem240,1.2724
Setd7,1.2724
Olfm3,1.2723
Frmd6,1.2723
Fut10,-1.2721
Vcpkmt,1.2721
Ccdc166,-1.2721
Gnaz,1.272
Sfswap,-1.272
Rab36,-1.2719
Fam43a,1.2719
Dock8,1.2719
2410004B18Rik,1.2717
Pcdhac1,-1.2716
Anks1,1.2715
Acsl5,1.2713
Pcdhgb2,1.2713
Stau2,1.2713
Igsf3,-1.2711
Vwa5a,1.271
Cacna1d,-1.271
Elmsan1,-1.2707
Slc45a4,1.2706
Rap1gap2,-1.2705
Vps25,-1.2704
Slc19a2,1.2703
Pgam1,1.2701
Arhgef10l,-1.2701
Dnaja4,1.27
Stxbp5l,1.27
Ly6a,-1.27
Arhgef25,-1.27
Trim59,1.2698
Fam107b,-1.2698
Ech1,-1.2693
Tarbp2,-1.2692
Abhd3,1.2692
Mllt11,1.2691
Tmem123,1.2691
Sod3,1.269
Aff1,-1.269
Ralbp1,1.2689
P3h3,-1.2687
Zc2hc1a,1.2686
Dnah9,-1.2684
Palm2,-1.2682
Pcdhb16,-1.2682
Dcun1d5,1.2682
Lzts2,1.2682
Irf2bp2,1.2682
Ppan,-1.268
Ap2b1,1.2677
Gm6793,-1.2676
Zkscan16,-1.2676
1700047I17Rik2,1.2676
Fam177a,1.2676
Ccdc28b,-1.2675
Scg2,1.2673
C530005A16Rik,-1.2672
Sil1,-1.2669
Epdr1,1.2669
Nt5c3b,-1.2666
Dph7,-1.2664
Arpc2,-1.2663
2310033P09Rik,1.2661
Nedd4l,-1.266
Xndc1,-1.2658
0610010K14Rik,-1.2657
Eny2,-1.2655
Elmod1,-1.2652
D1Ertd622e,1.265
Als2cl,-1.2648
Ptbp3,-1.2648
Zfp697,1.2648
Zdhhc8,-1.2647
Zfp937,-1.2643
Tmem263,1.264
Atp2b3,-1.2639
Zgrf1,-1.2638
Kcnd1,1.2637
Rpl38,-1.2637
Cyb5r4,1.2634
Rab11a,1.2634
Kremen1,1.2633
Triobp,1.2632
Pym1,-1.2632
Dtx1,1.2631
Usp45,1.263
Edil3,1.263
Ccdc71l,1.2629
Plrg1,-1.2629
Akap7,-1.2628
Mindy3,-1.2627
Ndnf,1.2627
Kcnip2,-1.2627
Zfp46,-1.2625
Tmem204,-1.2624
Lrp4,-1.2624
Rapgef4,1.2623
Igsf11,-1.2622
Lipa,1.2622
A930017M01Rik,-1.2616
Hspbap1,1.2616
Ttc19,1.2616
Dnaja1,1.2615
Cpeb3,1.2615
Trmt112,-1.2615
Jade3,1.2615
Tnfrsf19,-1.2614
Dyrk2,1.2613
Rsph9,-1.261
Edem1,1.2609
Dnajc4,-1.2608
Soga3,1.2608
Cmpk1,1.2608
Mir22hg,1.2607
Cdh9,1.2604
Naa50,1.2604
Zfp975,-1.2603
Ube2j2,1.2603
Srebf2,1.2601
Itfg2,-1.26
Gucy1b1,-1.2599
Gpc4,-1.2598
Ptpn4,1.2597
Fars2,-1.2595
Iqsec2,-1.2595
Ip6k2,-1.2595
Nr3c1,-1.2594
Rnf31,-1.2593
Kdelr2,1.2593
Lin9,1.2592
Csad,-1.2591
Npm3,-1.2589
Nudt16,-1.2588
Tmtc3,1.2587
St6galnac5,-1.2586
Osbpl7,-1.2584
Ak6,1.2584
Napb,1.2584
Gfra1,-1.2583
Slc30a3,-1.2583
Ralgps2,1.2576
Fgf9,1.2572
Sox21,1.2572
Rps27rt,-1.2571
Sclt1,1.257
Negr1,-1.257
Chrac1,-1.2568
Hnrnpa1,1.2567
Nabp1,1.2565
Rpl7,-1.2563
Dr1,1.2562
Fndc5,-1.2561
Sh3bp1,-1.2557
Sptb,-1.2556
Tbc1d9,1.2556
Vipr1,-1.2556
2610524H06Rik,-1.2555
Hyls1,1.2554
Lrrc61,-1.2552
Zfp433,-1.2552
Xab2,-1.2552
Cd47,1.2551
Frmd8,1.255
Tst,-1.255
Fat3,-1.255
Trub1,-1.2548
Tlnrd1,1.2547
Bex2,-1.2547
Nfkbia,-1.2546
Tpd52l1,-1.2545
Pcp4,-1.2545
Trove2,1.2544
Trpm4,-1.2543
Tmem178b,1.254
Brinp1,1.254
Naf1,1.2537
Dlgap3,1.2536
Tpd52,1.2535
Man1a2,1.2534
Zfp202,-1.253
Ercc6l2,-1.2526
Rhot2,-1.2526
Rps16,-1.2525
Hint3,1.2524
Cacng3,-1.2523
Tubb4b,1.2522
Abcb1b,-1.2521
Mrps22,1.252
Ss18,1.2519
Ubl5,-1.2518
Tspan12,1.2517
Tmem229b,1.2516
Zbtb1,-1.2516
Gm12338,-1.2513
Frat2,1.2512
Cep295,-1.2512
Azin1,1.2511
Myrf,1.251
Stat5b,1.2508
Kctd9,1.2508
Phka2,1.2506
Agpat5,1.2504
Trmt1l,1.2503
Zfp37,-1.2502
Nectin1,1.25
Nup88,-1.2496
Rfx3,-1.2495
Oaf,-1.2495
Asap1,1.2494
Rab34,-1.2493
Slc36a1,1.2493
Slc35e3,1.2493
Ppp2r3d,-1.2491
Nln,1.249
Ltbp4,-1.249
Lrrc4b,1.2489
Rnasel,1.2488
Fam89b,1.2488
Hecw2,1.2486
Parp2,-1.2485
Slc25a32,1.2482
Mindy4,-1.2482
Lsm7,-1.2479
Kcnk1,1.2478
Mtg1,-1.2475
Aaas,-1.2474
Mcrs1,-1.2474
Dner,1.2474
Hist1h2bc,1.2473
Cdh2,1.2472
Fgf12,1.2469
Map6,1.2468
Mphosph8,1.2461
N4bp2,1.246
Fgfr1,1.2459
Tmtc1,-1.2458
Spag7,-1.2458
Usp32,1.2454
Snrpg,-1.2454
Coprs,1.2454
Erf,-1.2454
Cdh11,1.2452
Pdp1,-1.2447
Clta,1.2443
Rps10,-1.2443
Slc24a3,1.2443
Pgbd5,-1.2442
Eef1akmt2,-1.244
Snx16,1.2439
Arglu1,1.2437
S1pr5,1.2435
Tnr,-1.2435
Ngef,-1.2434
Hspa4l,1.2433
Cntn1,1.2432
Klhl24,1.2432
Tmem169,1.2432
Ctnnbl1,-1.2431
Rwdd4a,1.2431
Reps2,1.2431
Fus,-1.2431
Sh3bgrl2,-1.2431
Hirip3,-1.2431
Slit3,-1.243
Slc27a1,-1.2427
Btg1,1.2427
Apba3,1.2427
Cachd1,1.2427
Ankrd13b,1.2426
Ccdc141,1.2422
Myo18a,1.2421
Kptn,-1.2421
Gm13363,1.242
Ing1,1.2419
Narf,1.2419
Tbrg4,-1.2417
Rpl10a,-1.2415
Banf1,-1.2414
Tango6,-1.2413
Ppp4r4,1.2413
Hmgcll1,1.2413
Mcl1,1.2413
Zfp839,-1.2412
Mtpn,1.241
Rcbtb2,-1.2409
Rpl3,-1.2408
Thap2,1.2405
0610009O20Rik,-1.2405
Oxr1,1.2403
Sh3gl1,-1.2402
Idua,-1.2402
Mettl23,-1.2399
Thyn1,-1.2398
Napg,1.2396
Plxna4,-1.2395
Ubash3b,1.239
Fnip1,1.239
Arl1,1.239
Rexo2,1.2389
Robo1,1.2389
Mctp1,-1.2388
2900097C17Rik,1.2387
Usf3,-1.2387
Otulin,-1.2386
U2af1l4,-1.2386
Nme3,-1.2385
Rock2,1.2385
Fndc3b,1.2385
Rell2,1.2381
Ighmbp2,-1.2379
Kcnt2,-1.2377
Grin2a,-1.2377
Pcnx2,1.2376
Zfand2b,-1.2376
Cd2ap,-1.2375
Dnajc21,1.2371
Actb,-1.2371
Gtf3c2,-1.237
Oxnad1,1.2369
Sntg1,-1.2369
Adsl,-1.2368
Adam23,1.2366
Cbarp,1.2366
Ppp1r3e,-1.2365
Bcan,-1.2364
Dnajc2,1.2364
A830010M20Rik,1.2364
E130307A14Rik,-1.2363
Mettl22,-1.2363
Dand5,-1.2362
Cnnm4,-1.2362
Urb1,-1.2359
Rpl9,-1.2359
Syne1,-1.2359
Slc6a6,-1.2359
Kcnc4,1.2359
Tor1a,-1.2356
Zbtb44,1.2356
Lmtk2,1.2356
Prps2,-1.2355
Sap18b,1.2355
Ttbk2,1.2353
Gm14295,1.2352
Mmp17,-1.2351
Kmt2a,-1.2349
4933431E20Rik,-1.2349
Srrm2,-1.2348
Mettl13,-1.2348
Cystm1,-1.2347
Rnf11,1.2346
1700086L19Rik,-1.2346
Rpl31,-1.2345
Lhfpl3,1.2344
Phospho2,1.2344
Kdm7a,1.2343
Cabp7,1.2341
Hebp1,-1.234
Dicer1,-1.2339
Srgap1,1.2338
Rpl28,-1.2336
Stk39,1.2333
Yeats4,1.2332
Pnma3,-1.2331
Aldh18a1,1.2328
Pcyt1b,1.2325
Ifngr2,1.2324
Pdcd6,1.2322
Kcnj4,-1.232
Amigo1,-1.2319
Pcdhga8,-1.2319
Fam241b,1.2318
Lsm1,1.2317
Snx3,1.2313
Cdc40,-1.2312
Tbc1d10a,1.2312
Zfp512b,-1.2312
Tagln3,1.2312
Ier3ip1,1.2312
Ube2e3,1.2311
Ppargc1a,1.231
Micu3,1.2309
Mtx1,-1.2302
Nsg1,1.23
Fem1b,1.23
Dkc1,-1.2299
Arhgef17,1.2297
Dck,1.2296
Sat1,1.2295
Mfap3,-1.2294
Psd,-1.2293
Grm7,1.2292
Tek,-1.2291
Lrch4,-1.2291
Elfn2,-1.2291
Cacna1e,-1.2291
Irgq,1.2289
Agfg1,1.2288
Nhsl1,-1.2287
Grk3,1.2287
Cbs,-1.2286
Arhgap23,1.2286
Chpt1,1.2286
Ints7,1.2285
Plxna2,1.2285
Dynlt1a,1.2285
Rpl13,1.2284
Igsf8,-1.2281
Zfp30,1.228
Exosc1,-1.228
Laptm4b,-1.2279
Ptcd1,-1.2275
Ercc4,-1.2275
Ago4,-1.2274
Scoc,1.2273
Ugdh,1.2272
Atp1a1,-1.2271
Nsmce4a,-1.2271
Cbx1,1.2271
Hnrnpdl,-1.227
Uck2,1.2269
Tcp11l1,1.2268
Rpl36a,-1.2267
Rcan2,1.2266
Rpl41,-1.2266
Trmt1,-1.2265
Arhgap33,1.2264
Ntsr2,1.2264
Zbtb40,1.2262
Nav3,1.2262
Zbtb18,-1.2261
Sorl1,-1.2261
Ndfip1,1.226
Rab9b,1.226
Syt7,-1.2259
Nphp1,-1.2258
Prkacb,1.2257
Jmy,1.2253
Gde1,1.2253
Tmem8,-1.2251
Rps5,-1.2251
Fam199x,1.2251
Mical3,1.225
Zscan25,-1.2248
Eif2s1,1.2248
Fam214b,1.2248
Rps15,-1.2246
Traf7,-1.2246
Mt3,-1.2245
B3gntl1,-1.2244
Eme2,1.2242
Dcps,-1.2241
Zfp827,-1.2241
Tm7sf3,-1.2241
Rpl4,-1.224
1700025G04Rik,-1.224
Cd276,-1.2239
Nelfe,-1.2238
Syt17,-1.2237
Fbxo27,-1.2236
