Gene,Fold Change
Bsn,1.2235
Tmem135,1.2235
Rrnad1,-1.2235
Cnnm2,1.2235
Supt6,-1.2234
Acsl4,1.2234
Atp1b3,1.2234
Ensa,1.2233
Dcun1d3,1.2232
Pcnt,-1.2232
Rab21,1.2231
H1f0,-1.2231
Tubb4a,1.2227
Gnpda2,1.2226
Cgrrf1,1.2225
Gm14403,1.2222
Ttyh2,1.2222
Dis3l2,-1.222
Xrn1,-1.2219
Cttnbp2,-1.2219
Slc35c1,-1.2219
Eif5a2,1.2216
Gabrb2,1.2216
Elovl7,1.2213
Raph1,1.2211
Rnf113a2,-1.221
Gcfc2,-1.2209
Ercc5,-1.2209
Nsmce3,-1.2208
Ralgds,1.2207
Tmed5,1.2205
Zfp341,1.2205
Tmem268,1.2203
Ptprt,1.2202
Kcnab2,-1.2202
Bloc1s2,1.2201
Eno2,1.22
Ccdc117,1.2198
Cacul1,1.2197
Mkl1,-1.2195
Borcs6,1.2195
Ankrd13a,-1.2194
Sox10,1.2193
A430105I19Rik,-1.2193
Degs1,1.2187
Purg,1.2187
Taf15,1.2187
Zfp446,-1.2185
Rps4x,-1.2184
Pianp,-1.2184
Tmem198b,-1.2183
Erlin1,1.2183
Ino80b,1.2183
Slc12a2,1.2181
Guf1,-1.218
Ube2g2,1.2179
Prmt2,1.2179
Ppp3r1,1.2179
Rbbp5,-1.2178
Dynlt3,1.2178
9930104L06Rik,-1.2177
Prkd1,-1.2176
Nrxn2,1.2173
Dock4,1.2172
Lrfn5,-1.2172
Ralb,1.2172
Ppp1r9a,-1.2172
Tet1,1.2172
Kras,1.2171
Rpa2,-1.217
Zfhx2,-1.217
1700066M21Rik,1.217
Magi2,1.217
Pml,-1.2169
Rassf2,-1.2168
Rps3a1,-1.2167
Rapgefl1,-1.2167
Tbc1d24,1.2167
Ccnt2,1.2166
Bckdk,-1.2166
Ulk3,-1.2164
0610012G03Rik,1.2163
Krt222,1.2163
Cmas,1.2161
Nfasc,1.216
Wdr83os,-1.216
Cep250,-1.2158
Ryr2,-1.2157
Zfp61,-1.2157
Surf1,-1.2157
Rspry1,1.2157
Wdr19,-1.2155
Caap1,1.2154
Slc30a10,-1.2154
Cox8a,1.2153
Chid1,-1.2152
Asic2,-1.2152
Dlat,1.2152
Rtel1,-1.2152
Ncdn,-1.2151
Hcn3,1.2151
Fam220a,-1.215
Exd2,-1.2148
Vopp1,1.2148
Esrra,1.2147
Ndufa2,-1.2147
Pik3cd,1.2145
Jmjd8,-1.2145
Usp40,-1.2144
Sesn3,1.2143
Ankib1,1.2141
Glce,1.2141
Znrf3,-1.2141
Sf3a3,-1.2138
Mark4,1.2134
Nfyc,-1.2133
Ppp2r5a,1.2132
Arpc1a,-1.2132
Inpp5j,-1.2132
Rps6ka3,1.2132
Dtx3,-1.2131
Snapc4,-1.2129
Commd5,-1.2128
Nbl1,1.2127
Snx6,1.2124
Pcdhga11,-1.2123
Ell,-1.2123
Zfp619,-1.2123
Spast,1.2119
Zfp39,-1.2118
Rab5a,1.2115
Mafg,1.2114
Rpl14,-1.2114
Lpcat1,1.2111
Ccnc,1.2111
Mrpl23,-1.2109
Stmn3,1.2108
Mob4,1.2108
Hyal2,-1.2106
Slc25a1,1.2105
Sp2,-1.2105
Senp1,-1.2105
Sgtb,1.2103
Isca1,1.2102
Zfp13,-1.2101
Fndc10,-1.2101
Fbxo6,-1.2101
Parp1,-1.2101
Snx1,1.2099
Trappc2l,-1.2098
Mast3,-1.2097
Ank,-1.2096
Map2,1.2094
Snx4,1.2093
Lmln,1.2093
Mbp,1.2091
Map3k10,1.2091
Kirrel3,-1.209
4933404O12Rik,-1.2088
Chic1,1.2088
Adgrb3,-1.2086
Mapk1ip1,-1.2085
Sult4a1,1.2085
Gm12669,1.2084
Sgk3,-1.2082
Ankrd45,-1.2081
Odf2,-1.2081
Mrpl11,-1.2081
Aagab,-1.2081
Zmym3,-1.2081
Trerf1,-1.2079
Armt1,-1.2076
Cep97,1.2075
Map3k3,-1.2074
Kcna3,-1.2073
Leprotl1,1.2073
4930430F08Rik,1.2071
Rfk,1.2069
Ppm1d,-1.2069
Kif5b,1.2069
Neto1,1.2068
Smc1a,-1.2067
Osbpl6,1.2063
Jph4,-1.2062
U2af1,-1.2059
2610005L07Rik,-1.2058
Ankrd13c,1.2057
Mettl4,-1.2056
Gstm4,-1.2056
Dennd1a,-1.2056
Hist3h2a,1.2055
Chmp2b,1.2054
Tmem70,1.2054
Idh3a,1.2052
Aph1b,1.2051
Synrg,-1.2051
Fam185a,1.2051
Ddah1,1.205
Arrb2,-1.2049
Endov,-1.2049
Gas2l1,1.2048
Tmem206,1.2048
Dynll2,1.2048
Rpusd1,-1.2048
BC029722,1.2048
Apba1,1.2048
Ube2j1,1.2047
Tmem132b,-1.2047
Slc25a28,-1.2043
Pfdn6,-1.2043
Irak1,-1.2042
Cox11,1.2041
Bicd1,1.204
Dhcr7,1.2039
Adrb1,1.2039
Prkg1,-1.2038
Otud1,1.2036
Cend1,1.2036
Mpi,-1.2034
Cep170,1.2033
Zbtb22,-1.2031
Cnot10,-1.2029
Opcml,1.2029
Fnbp1,-1.2028
Cltb,1.2028
Wsb2,1.2026
Dhcr24,1.2026
Dlgap4,1.2025
2810021J22Rik,-1.2024
Ap1m1,-1.2024
Pop7,-1.2024
Capn2,1.2023
Clip2,1.2022
Cacng7,-1.2021
Snrpd2,-1.2021
Ube2h,1.2021
Ttll12,1.202
Adss,1.2015
Pign,1.2015
Mettl16,1.2014
Gna12,1.2014
Crtc3,-1.2014
Ksr1,-1.2014
P2ry13,-1.2012
Ube2a,1.2012
Sertad4,-1.201
BC030336,-1.2007
Polr3k,1.2005
Impad1,1.2004
Tbk1,1.2004
Bcl2l1,-1.2003
9330159F19Rik,1.2003
Gnl2,-1.2002
Shroom2,1.2002
Pcmtd1,1.2001
Sp1,-1.2001
Me2,1.2001
Anks3,-1.2
